,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
STK17A,202.1685186,0.433621858,0.524013368,0.82750152,0.407952861,0.813702212
SOD3,422.3796644,0.718972119,0.716132113,1.003965757,0.315395119,0.748518545
ZEB2,1905.742119,0.071137225,0.292465679,0.243232728,0.807825115,0.958159296
ADGRG4,56.58277667,-1.643567124,1.233725231,-1.33219868,0.18279491,0.623844257
LOC101927204,32.96018068,-0.745215557,0.904420949,-0.823969809,0.409956713,0.814185147
QTRT1,199.2872717,-0.062545459,0.493419765,-0.126759128,0.899131046,0.980339313
ALG14,27.18120539,-0.648127019,1.154980164,-0.561158572,0.574689442,0.891233478
FAM205A,17.19002026,-1.641552429,1.149779145,-1.427711083,0.153375035,0.583857775
CD79A,15.37775959,0.44348723,1.135909996,0.390424621,0.696222585,0.930376426
XBP1,638.3319083,0.081004911,0.540063831,0.149991366,0.880771428,0.97661281
SLC16A6,30.34412799,0.261079069,1.032632607,0.252828612,0.800400656,0.95710525
TCEAL7,16.2142719,0.332792699,1.130835108,0.294289324,0.76853683,0.949709163
IBA57,205.3136024,-0.533589196,0.507794888,-1.050796707,0.293351969,0.731453873
TMEM108,66.603206,-0.577870542,1.028801576,-0.561692901,0.574325272,0.890976798
CERS6-AS1,9.38331198,-0.569769983,1.053925188,-0.540617104,0.588771526,0.897251525
HDAC9,280.3316828,-0.648324218,0.629326196,-1.030187878,0.302921819,0.739352377
NUAK1,320.1255628,0.359236487,0.364822546,0.984688284,0.324777209,0.755711404
PCDHA5,14.90310408,0.334037692,1.087725856,0.307097317,0.7587693,0.947570176
ILKAP,219.6540881,0.252242603,0.330118342,0.76409751,0.444809136,0.834033084
CIDEC,47.72627891,-0.444986533,1.600328062,-0.27805957,0.780966631,0.952111244
C8orf58,81.74236736,0.395217643,0.664772209,0.594515893,0.552167116,0.882603013
FAM133CP,367.9170189,0.65817965,0.659935821,0.997338876,0.318600049,0.750980398
TRMT1L,147.231808,0.115390867,0.576930637,0.200008215,0.841474156,0.966410679
L1TD1,125.9853252,-1.684856938,0.965554488,-1.744963085,0.080991295,0.451719816
GTF3C2-AS1,7.725603894,-1.651024082,1.165428785,-1.41666664,0.156580415,0.58742182
GRIK1-AS2,20.21261651,-1.126407885,1.030794487,-1.092756994,0.274500509,0.716852162
SLC45A4,422.8570916,0.033002561,0.520673459,0.063384373,0.949460431,0.98978698
WDR11-AS1,4.934790162,-0.177563061,1.076641781,-0.164923064,0.869004539,NA
MB21D2,37.14148928,0.284914173,0.932442644,0.305556781,0.759942131,0.947570176
CARNMT1,197.6999065,0.066747852,0.45887524,0.145459695,0.884347936,0.97760566
TNFSF12,49.92862736,0.174985271,0.863813995,0.20257286,0.839468905,0.965535587
EMX1,152.7582056,-0.594437773,0.716945847,-0.829125067,0.407033641,0.812750287
C17orf62,269.5439673,0.215091197,0.442202719,0.48640858,0.626677508,0.90783652
RGS6,88.89214263,-0.340235737,0.833062166,-0.408415783,0.682968448,0.926388993
TRMT10B,107.7908849,0.146075029,0.583323137,0.250418712,0.80226356,0.95743615
ANO4,144.8758054,-2.021578818,1.125867009,-1.795575145,0.072562112,0.430011982
CEP95,398.4293224,-0.218215612,0.425154172,-0.513262308,0.607767846,0.901925433
MYEOV2,43.50055488,-0.228169639,0.775662025,-0.294161157,0.76863476,0.949709163
ACOT4,15.94489123,-0.25178898,1.093713572,-0.230214735,0.817924913,0.960461321
CMTM7,51.49130867,0.240495972,0.841470274,0.285804477,0.775027879,0.951221586
HIST4H4,42.5602699,0.136183181,0.950024067,0.143347086,0.886016071,0.978144307
RPS28,139.6607838,-0.006532136,0.566350963,-0.011533725,0.990797623,0.998554486
BMPR1B,257.8711541,-0.655374026,0.505638864,-1.296130644,0.194930479,0.635753443
ALG3,156.5394767,0.721590379,0.759009577,0.950699966,0.341756705,0.769927824
FAM96B,98.58871723,0.19894271,0.643507091,0.309153874,0.757204479,0.947466324
ANKZF1,460.9222709,-0.295677032,0.441393243,-0.66987213,0.502939307,0.861742555
C19orf47,82.59969236,-0.009617785,0.75484981,-0.012741323,0.98983417,0.998554486
ERBB3,862.7658014,-0.562390346,0.58611126,-0.959528309,0.337292665,0.765543528
LBH,459.5887084,0.052134955,0.540993212,0.096368964,0.923227541,0.985551757
DCP1B,85.26117526,-0.152424207,0.676896248,-0.225181049,0.821838432,0.961586998
ZNF788,45.31030317,0.615558086,0.682735694,0.901605249,0.367266601,0.786017982
LRRC4C,28.31592486,-2.234311606,0.895305423,-2.495585918,0.01257493,0.17414426
ADAMTS19-AS1,5.917367983,-2.691158257,1.084940441,-2.480466352,0.013121065,NA
CD86,67.86384762,-0.774841432,0.979851305,-0.790774506,0.429075589,0.82514215
ABCA12,224.731323,-1.612227052,0.996218957,-1.618346088,0.105588033,0.5026564
KIFC3,1188.962967,-0.189404618,0.366921742,-0.516198949,0.605715464,0.901484919
ARPC1B,304.1981033,0.364456578,0.54209761,0.672308033,0.501387617,0.860860954
LOC100419583,89.07920692,0.252803552,1.286879101,0.19644701,0.844260304,0.967036655
TRAPPC1,104.9413496,0.264476239,0.744648235,0.355169363,0.722462716,0.938828327
GET4,211.1917127,-0.088201971,0.486296936,-0.181374721,0.856073459,0.970008292
ZNF286A,82.66124458,0.197161788,0.736248589,0.267792416,0.788859109,0.954185036
HMG20B,339.6531711,0.024271046,0.359628147,0.067489284,0.946192193,0.988769207
FBXO33,96.91942019,0.174740796,0.755348817,0.231337882,0.817052319,0.960461321
SLC35B4,277.5490116,-0.975764609,0.529274001,-1.843590669,0.065242817,0.407855381
WDPCP,123.2916747,-0.033340071,0.67136977,-0.049659774,0.960393512,0.991800457
DRD1,5.46945425,0.217307073,1.026970783,0.211600054,0.832419067,NA
RASL11B,64.98523268,0.081035425,0.854840838,0.094795922,0.924476926,0.985616279
TRIM66,354.7331597,-0.927819096,0.500591528,-1.853445463,0.063818536,0.404977009
NRD1,988.4249948,0.542086575,0.330587291,1.639768345,0.101053342,0.494940824
NIPA2,129.8228731,-0.028036908,0.628439244,-0.044613553,0.964415339,0.992849302
FLJ38122,18.85254336,3.222933776,1.511383371,2.132439616,0.032970724,0.290733071
MFAP2,71.05325295,0.98469386,0.817294061,1.204821993,0.228272028,0.67172046
PPAPDC2,31.99333734,-0.606143256,0.818027113,-0.740981864,0.458704437,0.842235267
SV2B,251.919501,-1.533017937,0.894601026,-1.713633108,0.086596129,0.463256625
RAD51B,65.31017262,-0.559210926,0.892092748,-0.6268529,0.530755664,0.872845785
GZF1,172.2901685,-0.421149492,0.388109871,-1.085129556,0.277864279,0.720028186
TGFB2,166.8532571,-0.114985268,0.633568979,-0.181488159,0.855984426,0.970008292
DHCR7,89.18799484,-0.418898135,0.723811421,-0.578739328,0.562765075,0.88629323
ZNF317,188.0689818,0.048206592,0.482489961,0.099912114,0.920414099,0.984900441
CSMD1,483.9563295,-1.90147629,0.912732189,-2.083279534,0.037225751,0.309139669
PSMD10,40.61105909,-0.494986527,0.858315613,-0.576695238,0.56414535,0.886909572
ZDHHC16,183.8330848,0.674481342,0.509126872,1.324780481,0.185243971,0.626618351
RDH14,50.09836776,0.436522284,0.840939352,0.519088901,0.603698748,0.90121776
PSMG2,49.28384706,-0.428626088,1.003786242,-0.427009328,0.669372534,0.921361176
SMIM10L2B,34.46857075,-0.122870851,0.701921911,-0.175049175,0.861040994,0.970982044
RNY1,119.7157007,-0.22027268,0.700579929,-0.314414774,0.753206036,0.945957648
FAM166B,10.77000499,0.874972437,1.083212176,0.807757203,0.419230367,0.819376517
VOPP1,240.930393,0.196436589,0.537595835,0.365398271,0.714814132,0.937117228
MPZL3,77.02533024,-0.886882767,0.728631506,-1.217189704,0.223532047,0.666643791
SYT1,198.6490013,-2.083632113,0.918947911,-2.267410467,0.023365163,0.243250611
FAP,46.93665837,0.31405367,0.917600501,0.342255339,0.732158743,0.941787589
SAMD15,143.731821,0.051852047,0.570276672,0.090924369,0.927552687,0.986073991
ZNF142,297.2349259,0.075571021,0.363562322,0.207862632,0.835336227,0.964424364
CALD1,11311.75632,-0.164832327,0.377405264,-0.43675153,0.662291554,0.919562231
GS1-600G8.3,18.05908342,-0.745066545,1.332395361,-0.559193289,0.576029813,0.892052112
PPP2R4,244.0024388,0.09972021,0.43201437,0.230826141,0.817449872,0.960461321
QRSL1,149.1104687,-0.146655179,0.676217963,-0.216875604,0.82830529,0.963247445
LINC00964,11.89983129,-1.312038025,1.25797905,-1.042972874,0.296960856,0.734053199
COMMD3,12.3264043,-0.737377909,0.971043706,-0.759366344,0.44763344,0.836777436
FAM118B,90.91456979,-0.034385217,0.826856961,-0.041585448,0.966829174,0.993648168
SPANXB1,35.31845659,-0.723673479,1.439802241,-0.502620053,0.615231428,0.903920113
C17orf80,237.3139164,-0.103577217,0.549679567,-0.188431994,0.850538021,0.968316894
TMEM141,140.2776828,0.059541299,0.770417739,0.077284434,0.938397274,0.987183906
HMGCL,128.337018,-0.696455913,0.634991611,-1.096795454,0.272730818,0.715447421
TAPT1,175.647239,0.185103915,0.555241146,0.333375716,0.738850691,0.94394096
LOC105274304,28.58259384,-1.244426157,0.991063601,-1.255647121,0.209243939,0.654775228
TMEM125,38.13601648,-0.200110219,1.008031291,-0.198515881,0.842641461,0.966458673
RSAD2,106.8484514,-1.031436255,0.828436664,-1.245039362,0.213117282,0.657086664
JAZF1,50.11298375,-0.291098879,0.700999059,-0.415262867,0.677949482,0.9243404
UBE2E2,97.34740544,-0.213638879,0.888889286,-0.240343632,0.810063873,0.958803002
PSRC1,70.84449158,0.046717624,0.871570491,0.053601659,0.957252535,0.991233971
AOC3,322.6197003,0.762218673,0.651884395,1.169254362,0.242301164,0.685964814
DKK3,289.0346751,-0.177645931,0.632305926,-0.280949337,0.778749259,0.95162536
NPIPB11,30.80071809,0.126374801,0.967392442,0.130634472,0.896064472,0.980236702
NIT1,159.9166969,0.190388852,0.464618632,0.409774466,0.681971399,0.926388993
CAMSAP1,511.9330189,-0.310392411,0.362203818,-0.856955106,0.391469696,0.802632817
CD300C,12.02711343,1.340613969,1.250357702,1.072184357,0.283637235,0.724877836
FAM20C,388.1139155,-0.434886042,0.412234808,-1.054947409,0.291449378,0.730676947
THOC2,1208.645125,0.091597682,0.284935622,0.321467991,0.747855766,0.944929432
LRRTM2,37.02971082,-1.190331795,1.116085169,-1.066524158,0.286186764,0.727601369
UNC5CL,496.2825991,0.123431763,0.598460282,0.20624888,0.836596508,0.964736224
FCRLA,17.96526542,-1.622417146,1.080466302,-1.50158977,0.133203087,0.554951917
FBN2,387.9372225,-1.892649872,0.876972074,-2.158164356,0.030915056,0.281486767
ASB2,84.48109273,0.859447522,1.24563314,0.689968414,0.490214051,0.855881711
CHPF,193.1318091,0.085913518,0.734425825,0.116980524,0.906875487,0.98211078
LINC00861,49.67393525,-0.346101036,0.88173995,-0.392520534,0.694673642,0.929521215
CLEC14A,100.651774,0.621968971,0.696615645,0.892843817,0.371940818,0.78899273
SORCS1,183.5732834,-1.453222815,0.811096445,-1.791676962,0.073184727,0.432503778
SYMPK,683.7947271,-0.321210208,0.296360319,-1.083850256,0.278431198,0.720920323
ZNF827,561.2023167,-0.4903256,0.484444388,-1.012140119,0.311471062,0.745454203
THUMPD3-AS1,70.43395425,0.751949747,0.733480708,1.025179993,0.305278266,0.740862377
SUPT4H1,108.0327322,0.029369456,0.752933072,0.039006728,0.968885024,0.993954803
LOC100507388,5.585273262,-1.576158493,1.077756361,-1.462444157,0.143619537,NA
CCNI2,41.92290729,-0.252350281,1.073603494,-0.235049794,0.814170085,0.959622274
EPS15L1,396.0706912,-0.091648623,0.400529512,-0.228818651,0.81900987,0.960839239
SFMBT2,437.1366801,-0.8697144,0.546906869,-1.590242234,0.111780214,0.515197553
SLC39A11,208.4412577,-0.587751816,0.719242393,-0.817181831,0.413824524,0.816975577
GOSR1,354.7340283,-0.006665827,0.436527407,-0.015270124,0.987816678,0.997974305
FGF12-AS1,17.05092575,-2.043242512,1.329311869,-1.537067832,0.124276699,0.537795648
CLEC4F,34.65718842,-0.370866166,0.872608912,-0.425008456,0.670830511,0.922210994
LOC100506022,17.0201373,-0.632034928,1.182764672,-0.53437082,0.593085003,0.8983848
CEP170P1,12.55374774,-2.408406147,1.057898115,-2.276595556,0.022810389,0.240175959
NAT6,25.81039083,0.511775047,0.759949884,0.673432628,0.500672097,0.860372021
H1F0,610.0094984,0.44516064,0.483669548,0.920381779,0.357373287,0.780668752
ZSCAN29,330.3641073,-0.04347798,0.399595393,-0.108805009,0.913357151,0.983906667
RPS12,504.9845095,0.257494728,0.583521531,0.441277168,0.659012354,0.917743683
SH3GL2,92.10162479,-1.087679167,0.893780204,-1.216942557,0.223626072,0.666643791
IGFN1,1178.63569,2.289491917,0.760282365,3.011370543,0.002600713,0.062328732
IMPG1,41.70321089,-1.394189671,1.122628703,-1.241897403,0.214274418,0.658038556
FAM86B1,9.058326457,-0.45630548,1.148630525,-0.397260451,0.691175409,0.929037045
SLC27A1,184.9093416,0.639982283,0.619053534,1.033807656,0.301226092,0.738208402
PTGES2,266.7274861,-0.082375847,0.484713483,-0.169947504,0.865051421,0.972029669
RGS10,68.77954927,1.213639809,0.858364804,1.413897452,0.157392014,0.58874369
S100A16,150.1751921,0.70744283,0.764123694,0.925822397,0.354538285,0.778129563
ZNF143,158.9336091,-0.07689799,0.731302477,-0.105152098,0.91625512,0.984616345
CD3D,18.9074652,-0.668039315,1.047419399,-0.637795438,0.523606849,0.870024945
RYR3,1470.959827,-1.647215263,0.69302034,-2.376864239,0.017460513,0.206473182
NR2C2AP,18.58025487,-0.223789535,0.837751222,-0.267131255,0.789368104,0.954195359
KCNJ12,91.44625194,0.727260813,0.769364492,0.945274731,0.344518636,0.772891746
NCF1C,15.15728375,1.779778627,1.12127452,1.58728179,0.112448838,0.516547952
NKIRAS1,111.1723161,0.454073246,0.821985064,0.55241058,0.580667084,0.893593932
LRRC20,122.7638525,0.662155835,0.929249373,0.712570655,0.476111475,0.849582328
GPR84,12.79087312,-1.510994444,1.295844706,-1.166030495,0.243602116,0.687138208
CPNE4,81.0728099,-1.809123879,1.05946507,-1.707582374,0.087713861,0.466515845
TOP3B,218.9812589,-0.377085395,0.410024489,-0.919665545,0.357747563,0.781138801
NT5C1A,67.7870567,2.101252536,1.093129568,1.922235568,0.054576123,0.378657784
GALNT8,76.39743062,-2.008008835,1.040969062,-1.92898032,0.053733305,0.375917478
TRIM5,228.3669785,-0.038929712,0.427106039,-0.091147651,0.92737527,0.986072757
PGM5P2,69.3372382,-0.032181398,0.625181678,-0.051475273,0.958946805,0.991592549
LOC101928034,28.22222259,-0.716888212,1.039773715,-0.689465603,0.490530312,0.855968242
NAA60,221.6552345,-0.229161964,0.421062058,-0.544247481,0.586271182,0.896452443
TRAPPC12,376.1866362,-0.041707588,0.435917677,-0.09567767,0.923776576,0.985551757
CACNA1E,507.8654186,-1.731560401,0.647352466,-2.674834022,0.007476626,0.128838046
AGAP5,52.50181678,0.464746224,0.772025604,0.601982915,0.54718551,0.879666188
CYP27B1,68.80098643,-0.978773781,0.877937099,-1.114856385,0.264911969,0.70833994
ANAPC1,262.9889233,-0.170072286,0.605560695,-0.280850932,0.778824737,0.951629186
ACTR6,71.53570446,0.267341797,0.832855227,0.320994319,0.748214696,0.944929432
AP3S1,102.2727739,0.321371691,0.800108834,0.401659971,0.687934288,0.927680003
CXorf36,199.2299386,0.57079857,0.663001452,0.860931101,0.389275991,0.801689282
LOC101929486,27.25398068,1.480106104,1.270203267,1.165251375,0.243917255,0.687196661
ZNF438,159.5993924,-0.240583959,0.610475175,-0.394092945,0.69351242,0.929521215
TBC1D22B,210.5613199,-0.279216119,0.566929199,-0.492506154,0.622361573,0.905770236
TGM7,17.85499037,-1.327554461,1.096390413,-1.210840997,0.225956349,0.669529347
ADGRB3,116.6392172,-1.365479674,0.778777206,-1.753363689,0.0795396,0.448603451
SNIP1,164.8676835,-0.333692237,0.475211982,-0.702196597,0.482556568,0.852246238
KLHL2,209.9821128,-0.135334715,0.69586444,-0.19448431,0.84579668,0.967834776
DNAJA3,139.984305,0.228187696,1.177247275,0.193831577,0.846307761,0.96802118
PRUNE,126.3369153,0.292469803,0.680808523,0.429591864,0.667492556,0.920978846
PTCHD4,55.12702036,-1.588996621,1.034809985,-1.535544346,0.124650173,0.538486793
SP140,208.4173893,-0.380600966,0.809277338,-0.470297324,0.638142609,0.910858585
ACTL6A,145.2894949,0.051647405,0.740091285,0.069785182,0.944364642,0.988252501
GATA2-AS1,57.01925248,-0.030907277,0.744232302,-0.041529072,0.966874117,0.993648168
PCNT,1441.249647,0.097859305,0.300164358,0.32601907,0.744409927,0.944419156
C10orf53,5.211943701,0.505385216,1.210991017,0.417331928,0.676435638,NA
CRABP2,37.55412391,1.176785593,0.990716282,1.187812914,0.234907125,0.678660833
KCNC3,345.2063345,-0.21982868,0.442947713,-0.496285844,0.619692752,0.905331265
NUDT16P1,22.20268469,0.143270986,1.066668765,0.134316285,0.893152476,0.979605753
CCNB3,85.28235486,-1.941519692,1.088374921,-1.783870296,0.074444744,0.436016924
DCK,96.93473425,0.218774425,0.756162376,0.289322019,0.772334964,0.950699424
ADIPOQ,104.2205289,3.897716076,1.309043598,2.977529611,0.002905816,0.067733148
CMIP,489.1350231,-0.305599728,0.24662389,-1.239132704,0.215296358,0.659276239
LINC00888,30.21023358,-0.362450772,0.91911332,-0.394348296,0.693323911,0.929521215
GOLGA6L6,227.3856708,-2.048781069,1.121611663,-1.826640305,0.067753869,0.416532373
PLTP,453.8865148,-0.819411193,0.520012878,-1.575751732,0.11508303,0.521560186
C19orf71,11.51839023,0.788721598,0.881323771,0.894928316,0.370825409,0.788254219
GATAD1,287.2753913,0.662651734,0.431042181,1.537324568,0.124213848,0.537795648
ACSM1,71.64877375,-2.319386643,0.975339727,-2.378029499,0.017405433,0.206068645
FAM86C1,20.68062098,-0.615045162,0.785952172,-0.782547824,0.433892691,0.829398206
RERG,208.5540013,-0.662076542,0.708436294,-0.934560451,0.350014869,0.77582089
C3AR1,21.14561775,-0.397111361,1.213873823,-0.327143854,0.743559084,0.944419156
AP2A2,593.5393436,-0.086138258,0.489709145,-0.175896773,0.860375041,0.970838652
CLEC12B,4.558656063,0.236604954,1.103567252,0.214400123,0.830235046,NA
FOXO4,162.8352896,0.309642514,0.598840008,0.51707052,0.605106932,0.901484919
SLC4A8,412.8180591,-1.281064943,0.645923177,-1.983308525,0.047332978,0.352428501
RPL13AP5,102.8705052,0.78391514,0.810928448,0.96668842,0.333699818,0.762513047
STON1,105.3500541,0.48374874,0.795041337,0.608457343,0.54288419,0.87831326
PINK1-AS,63.46999623,0.374238658,0.838982434,0.446062566,0.655552052,0.917090197
KATNA1,125.7536768,0.41284842,0.569385413,0.725077269,0.468404629,0.847152176
LOC257396,23.75102059,0.284281082,1.133355089,0.250831434,0.801944438,0.957311174
TCEAL1,130.5735438,0.431507709,0.783313491,0.550874859,0.581719463,0.894054833
STBD1,28.61817525,2.019443709,1.17574704,1.717583494,0.085872613,0.462191559
OLFML3,212.0498683,-0.191192349,0.622024141,-0.307371268,0.758560795,0.947570176
BAZ1B,1628.743192,0.191578533,0.235783112,0.812520166,0.41649322,0.817666578
FRG1,72.67461957,0.062206687,1.209830229,0.0514177,0.958992681,0.991592549
CCDC69,311.7452832,1.291348533,0.583659866,2.21250185,0.026932008,0.26251397
DCDC5,66.10016248,0.557869019,0.886526498,0.629275064,0.529168993,0.872064211
ASL,273.7282642,-0.145717726,0.405862517,-0.359032233,0.719570976,0.938828327
MCM5,134.3645953,0.184821997,0.601543852,0.30724609,0.758656066,0.947570176
PYHIN1,18.06262161,-0.000925415,1.020971411,-0.000906407,0.999276792,0.999972475
C14orf1,52.78907413,-0.235439791,0.775927539,-0.303430126,0.76156209,0.947966971
MUC13,36.66995046,-2.400131395,1.086033235,-2.209998109,0.027105294,0.263552603
USP19,524.2650272,0.115134747,0.392790292,0.293120144,0.76943032,0.949719656
GALNT2,513.1192172,0.267895876,0.413082854,0.648528191,0.516643383,0.866369652
ZPR1,186.7325923,-0.098591386,0.560535347,-0.175887901,0.860382011,0.970838652
RNF216-IT1,9.004376124,0.658375814,0.936625668,0.702923095,0.482103677,0.852182547
C1orf229,10.61510084,-1.060721755,1.094204461,-0.969399954,0.332345675,0.761695847
RPA3,61.44997542,0.602074872,0.733780955,0.820510355,0.411925229,0.815686917
