ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0072080	nephron tubule development	14/2112	96/18903	0.181300224524209	0.646333605642219	0.596016676892206	NPNT/ACAT1/UMOD/JAG1/KIF26B/AQP1/FOXD1/CALB1/SHH/IRX3/WNT6/NOG/FGF1/TMEM59L	14
BP	GO:0010565	regulation of cellular ketone metabolic process	19/2112	136/18903	0.181309412395079	0.646333605642219	0.596016676892206	PPARGC1A/DAB2/H6PD/PPARA/PDK4/FMO4/IRS1/PLA2G3/APOA5/FGF19/DGKQ/BHMT/SLC7A7/EGR1/FABP3/GIP/FABP1/PRKCE/ADIPOQ	19
BP	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	26/2112	193/18903	0.181370224339375	0.646333605642219	0.596016676892206	TNK2/ERBB4/IL6ST/IGF2/NEDD9/EGFR/EGF/ENPP2/PTK6/SRCIN1/PTPRJ/TGFB1/DGKQ/TNFRSF18/WNT3A/ARRB2/CD40/PLCG2/ADRA2A/FYN/CCL5/NEURL1/VTN/CNTN1/ADIPOQ/BANK1	26
BP	GO:0001701	in utero embryonic development	50/2112	393/18903	0.181763638610717	0.646354469818935	0.596035916797364	CNOT1/MYH9/EPB41L5/MYO1E/ZFAND5/IGF2/MBD3/PLCD3/BMI1/SEC24C/FLVCR1/EGFR/JAG2/MDFI/LATS2/EPAS1/WDR74/CELF4/ERCC2/DBN1/RTN4/TEAD4/AXIN1/NCOA1/TGFB3/YBX3/WNT3A/C2CD3/NOG/ASCL2/PLG/KDM4C/VASH2/UPB1/GJB3/NEK2/ETNK2/APBA2/TERF2/RBPJ/MSX1/ADA/MYBPHL/SUPT6H/PTH1R/CHTOP/C6/C5/CEBPA/CHD7	50
BP	GO:0030218	erythrocyte differentiation	18/2112	128/18903	0.181809063484273	0.646354469818935	0.596035916797364	HIPK2/HSPA9/STAT3/SLC25A5/HMGB2/FLVCR1/ADGRF5/ABCB10/TGFBR3/JAK3/EPAS1/ZFP36/ERCC2/BPGM/KLF1/RPS19/ALAS2/MB	18
BP	GO:0050868	negative regulation of T cell activation	18/2112	128/18903	0.181809063484273	0.646354469818935	0.596035916797364	PRKAR1A/SPN/SMAD7/JAK3/CBLB/IL4R/NRARP/CBFB/ADORA2A/LILRB1/SHH/HLA-G/PLA2G2F/LAG3/MIR27A/SOCS1/CD274/LAPTM5	18
BP	GO:0051963	regulation of synapse assembly	15/2112	104/18903	0.181915247011102	0.646354469818935	0.596035916797364	FARP1/MYCBP2/ADGRB1/NTRK2/TPBG/NTRK1/PTPRD/LRFN4/WNT3A/ARF6/LRRN1/EPHA7/LINGO4/GRID2/ROBO2	15
BP	GO:0060291	long-term synaptic potentiation	15/2112	104/18903	0.181915247011102	0.646354469818935	0.596035916797364	NTRK2/STX4/SYT12/SHANK2/NFATC4/PRRT1/ADORA2A/CALB1/CHRNA7/MME/NOG/APOE/GIP/SLC24A2/LGMN	15
BP	GO:0007099	centriole replication	7/2112	42/18903	0.183214112177049	0.649045737818694	0.598517670176486	PPP1R35/RTTN/ALMS1/CEP295NL/C2CD3/CEP72/CDK5RAP2	7
BP	GO:0019320	hexose catabolic process	7/2112	42/18903	0.183214112177049	0.649045737818694	0.598517670176486	ENO1/PFKFB2/PFKM/FUT7/ENO2/ALDOB/ACTN3	7
BP	GO:0050892	intestinal absorption	7/2112	42/18903	0.183214112177049	0.649045737818694	0.598517670176486	ACO1/EZR/APOA5/UGCG/ADRA2A/FABP1/LDLR	7
BP	GO:0071542	dopaminergic neuron differentiation	7/2112	42/18903	0.183214112177049	0.649045737818694	0.598517670176486	CSNK1E/DMRTA2/SHH/WNT3A/PITX3/SFRP2/FERD3L	7
BP	GO:1900077	negative regulation of cellular response to insulin stimulus	7/2112	42/18903	0.183214112177049	0.649045737818694	0.598517670176486	PRKCB/KANK1/IRS1/PIP4K2A/SOCS1/NCL/TRIM72	7
BP	GO:0015800	acidic amino acid transport	10/2112	65/18903	0.185162469487751	0.65440085030046	0.603455888331791	SLC3A1/NTRK2/GABBR1/SLC25A22/SLC1A7/ADORA2A/NTSR1/SLC6A13/ABAT/GRM1	10
BP	GO:0031100	animal organ regeneration	10/2112	65/18903	0.185162469487751	0.65440085030046	0.603455888331791	UPF2/IGF2R/PGF/TGFBR3/PRPS2/F7/FPGS/SLC7A5/VTN/HMOX1	10
BP	GO:0035065	regulation of histone acetylation	10/2112	65/18903	0.185162469487751	0.65440085030046	0.603455888331791	PPARGC1A/NOC2L/TADA2B/MYBBP1A/DEK/KMT2A/SET/PWWP2B/NFYA/MYOCD	10
BP	GO:0060760	positive regulation of response to cytokine stimulus	10/2112	65/18903	0.185162469487751	0.65440085030046	0.603455888331791	TRIM41/TRIM56/IRF3/TRAF2/IRF7/GFI1/CD300LF/C1QTNF4/LAPTM5/NLRC5	10
BP	GO:0032102	negative regulation of response to external stimulus	55/2112	436/18903	0.1855998729027	0.655560187494863	0.604524971381122	ASH1L/CACTIN/TEK/THBS1/ATG12/CERS2/PROS1/PPARA/PLXNA3/GIT1/SEMA4C/SEMA7A/F11/KNG1/SEMA5A/SEMA6B/ZFP36/MIR26B/A2M/SERPINE1/LILRA2/NFKB1/ADORA2A/LILRB1/HLA-G/WNT3A/ARRB2/NLRC3/ZDHHC18/PLG/APOE/MIR145/PRKG1/TNFRSF1B/FYN/RPS19/PTPRO/DUSP1/ADA/ABAT/DPP4/TRAFD1/VTN/GRID2/SEMA3D/ROBO2/MIR126/SERPINF1/CYP19A1/GRIN3A/ENPP3/LDLR/C5/ADIPOQ/NLRC5	55
BP	GO:0071214	cellular response to abiotic stimulus	43/2112	335/18903	0.18609061943036	0.656519819226355	0.605409895993817	NOC2L/POLH/STK11/RHOB/GPR68/CALR/CASP9/MDM2/KCNE1/DDB1/NFATC4/BAX/ERRFI1/SIPA1/NFKB1/AQP1/GADD45A/PALM/YBX3/TAF1/PCK1/KDM4D/ENG/TNFSF14/MME/NEUROD2/CD40/FBP1/RGR/EGR1/KCNK4/CERS1/OXSR1/ERCC4/AURKB/SFRP2/TLR8/PIEZO2/PKD1L3/GRM1/NOX1/SLC2A4/COL1A1	43
BP	GO:0104004	cellular response to environmental stimulus	43/2112	335/18903	0.18609061943036	0.656519819226355	0.605409895993817	NOC2L/POLH/STK11/RHOB/GPR68/CALR/CASP9/MDM2/KCNE1/DDB1/NFATC4/BAX/ERRFI1/SIPA1/NFKB1/AQP1/GADD45A/PALM/YBX3/TAF1/PCK1/KDM4D/ENG/TNFSF14/MME/NEUROD2/CD40/FBP1/RGR/EGR1/KCNK4/CERS1/OXSR1/ERCC4/AURKB/SFRP2/TLR8/PIEZO2/PKD1L3/GRM1/NOX1/SLC2A4/COL1A1	43
BP	GO:0000271	polysaccharide biosynthetic process	11/2112	73/18903	0.187898233421263	0.66172856117923	0.610213138533645	CLTC/IGF2/EGF/IRS1/NFKB1/TGFB1/GYG1/HAS1/PHKG1/DYRK2/NDST3	11
BP	GO:0051937	catecholamine transport	11/2112	73/18903	0.187898233421263	0.66172856117923	0.610213138533645	GABBR1/SYT12/ACTB/SLC22A2/ADORA2A/ADRA2C/MAPK15/ADRA2A/ABAT/VIP/SYT1	11
BP	GO:1903578	regulation of ATP metabolic process	11/2112	73/18903	0.187898233421263	0.66172856117923	0.610213138533645	PPARGC1A/ZBTB20/STAT3/ENO1/CBFA2T3/PPARA/GIT1/FBP1/AK4/SLC4A4/ACTN3	11
BP	GO:0090132	epithelium migration	47/2112	369/18903	0.188112608450908	0.662094524400907	0.610550611599172	MACF1/ADAMTS9/MYH9/EPB41L5/DOCK1/TEK/THBS1/LGALS8/RHOB/RAB13/ADGRB1/EGR3/CALR/PKN3/EGF/KANK1/ENPP2/SEMA5A/CTSH/ZNF580/RTN4/TGFB1/GADD45A/CORO1A/PKN1/ARF6/MIR27A/CD40/NR4A1/PLCG2/FGF1/APOE/KDR/INSL3/MIR200A/VSTM4/EDN2/DPP4/EVL/ADIPOR1/LGMN/MIR126/SERPINF1/PTP4A3/LGALS12/PRKCE/HMOX1	47
BP	GO:0014065	phosphatidylinositol 3-kinase signaling	20/2112	145/18903	0.188889637790452	0.663878841018538	0.612196019561376	PTPN13/ERBB4/TEK/UNC5B/NTRK2/EGFR/EGF/PDGFRB/IRS1/SERPINA12/NTRK1/NLRC3/MAZ/KDR/CCL5/PRR5L/MIR126/PIK3AP1/TPTE2/CRYBA1	20
BP	GO:0098657	import into cell	33/2112	252/18903	0.189152636230936	0.663878841018538	0.612196019561376	WNK1/ACSL1/ATP1B1/ATP1A1/THBS1/KCNJ1/SLC8A1/SLC15A3/KCNH2/P2RX1/ACTB/SLC22A2/SLC7A2/SLC1A7/KCNJ4/LRP2/SLC12A1/MAPK15/SLC7A5/KCNK5/SLC47A1/SLC34A1/FABP3/NTSR1/SLC6A13/FYN/SLC12A3/SLC9C1/SLC24A2/KCNJ11/GRM1/SLC7A8/CACNA1E	33
BP	GO:0010833	telomere maintenance via telomere lengthening	12/2112	81/18903	0.189740400678474	0.663878841018538	0.612196019561376	GNL3L/PNKP/HNRNPU/ACD/TELO2/PIF1/WRAP53/MAPK15/NEK2/ERCC4/TERF2/AURKB	12
BP	GO:0097061	dendritic spine organization	12/2112	81/18903	0.189740400678474	0.663878841018538	0.612196019561376	NEDD9/LZTS3/SRCIN1/CAPRIN2/DBN1/SIPA1L1/DNM3/CHRNA7/APOE/FYN/ITPKA/LGMN	12
BP	GO:0034101	erythrocyte homeostasis	19/2112	137/18903	0.189824552797757	0.663878841018538	0.612196019561376	HIPK2/HSPA9/STAT3/SLC25A5/HMGB2/FLVCR1/ADGRF5/ABCB10/TGFBR3/JAK3/EPAS1/ZFP36/ERCC2/BPGM/KLF1/RPS19/ALAS2/MB/HMOX1	19
BP	GO:0089718	amino acid import across plasma membrane	8/2112	50/18903	0.190058833603569	0.663878841018538	0.612196019561376	SLC22A2/SLC7A2/SLC7A5/SLC47A1/NTSR1/SLC6A13/GRM1/SLC7A8	8
BP	GO:0014808	release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	6/2112	35/18903	0.190555466934621	0.663878841018538	0.612196019561376	SLC8A1/PDE4D/ANK2/TMEM38A/CHD7/RYR2	6
BP	GO:0016242	negative regulation of macroautophagy	6/2112	35/18903	0.190555466934621	0.663878841018538	0.612196019561376	EHMT2/PHF23/USP30/NRBP2/CHMP4A/HMOX1	6
BP	GO:0030212	hyaluronan metabolic process	6/2112	35/18903	0.190555466934621	0.663878841018538	0.612196019561376	CLTC/EGF/LYVE1/NFKB1/TGFB1/HAS1	6
BP	GO:0031128	developmental induction	6/2112	35/18903	0.190555466934621	0.663878841018538	0.612196019561376	HIPK2/WNT3A/HOXC11/FGF1/ROBO2/MESP1	6
BP	GO:0032205	negative regulation of telomere maintenance	6/2112	35/18903	0.190555466934621	0.663878841018538	0.612196019561376	GNL3L/HNRNPU/ACD/PIF1/ERCC4/TERF2	6
BP	GO:0035137	hindlimb morphogenesis	6/2112	35/18903	0.190555466934621	0.663878841018538	0.612196019561376	ZBTB16/SHH/TBX4/OSR2/MSX1/CHD7	6
BP	GO:0046676	negative regulation of insulin secretion	6/2112	35/18903	0.190555466934621	0.663878841018538	0.612196019561376	HADH/BMP8A/IRS1/KLF7/ADRA2A/KCNJ11	6
BP	GO:0060218	hematopoietic stem cell differentiation	6/2112	35/18903	0.190555466934621	0.663878841018538	0.612196019561376	HSPA9/CHD2/ZFP36/ERCC2/HOXB4/TCF15	6
BP	GO:1901658	glycosyl compound catabolic process	6/2112	35/18903	0.190555466934621	0.663878841018538	0.612196019561376	APOBEC3F/GBA2/AHCY/APOBEC3D/UPB1/ADA	6
BP	GO:2000352	negative regulation of endothelial cell apoptotic process	6/2112	35/18903	0.190555466934621	0.663878841018538	0.612196019561376	TEK/SEMA5A/SERPINE1/KDR/NDNF/MIR126	6
BP	GO:2000515	negative regulation of CD4-positive, alpha-beta T cell activation	6/2112	35/18903	0.190555466934621	0.663878841018538	0.612196019561376	SMAD7/JAK3/CBLB/IL4R/CBFB/CD274	6
BP	GO:2000027	regulation of animal organ morphogenesis	18/2112	129/18903	0.19061319409291	0.663878841018538	0.612196019561376	PKHD1/PLEKHA4/DAB2/NKD1/DAAM1/SAPCD2/SHH/WNT3A/NOG/HOXC11/FGF1/CELSR1/MSX1/SFRP2/MAGI2/ROBO2/CAV3/MESP1	18
BP	GO:0034644	cellular response to UV	13/2112	89/18903	0.190899904781562	0.664105646698017	0.612405168468695	NOC2L/POLH/STK11/CASP9/DDB1/NFATC4/BAX/AQP1/TAF1/MME/CERS1/ERCC4/AURKB	13
BP	GO:0048864	stem cell development	13/2112	89/18903	0.190899904781562	0.664105646698017	0.612405168468695	ERBB4/JAG1/SEMA4C/SEMA7A/CDH2/SEMA5A/SEMA6B/RADIL/FGF19/SHH/EDNRB/NOLC1/SEMA3D	13
BP	GO:0031623	receptor internalization	17/2112	121/18903	0.191223605908568	0.664426060069833	0.612700637730132	NUMB/CLTC/EGF/EZR/PCSK9/LILRB1/ANKRD13B/RAB5A/DNM3/WNT3A/ARRB2/LDLRAP1/PLCG2/CACNG4/MAGI2/CAV3/ACHE	17
BP	GO:2000278	regulation of DNA biosynthetic process	17/2112	121/18903	0.191223605908568	0.664426060069833	0.612700637730132	HNRNPD/GNL3L/PNKP/CHTF8/HNRNPU/ACD/PDGFRB/PIF1/WRAP53/ARRB2/MAPK15/NEK2/CERS1/TERF2/AURKB/GINS2/ADIPOQ	17
BP	GO:0070663	regulation of leukocyte proliferation	35/2112	269/18903	0.191324554501256	0.664426060069833	0.612700637730132	PRKAR1A/IL6ST/IGF2/CCDC88B/BMI1/SPN/RASAL3/JAK3/CBLB/ZAP70/AHR/VCAM1/LST1/IL27RA/LILRB1/SASH3/CORO1A/SHH/HLA-G/WNT3A/PKN1/PLA2G2F/GAL/EBI3/CD40/CCL19/TNFRSF4/TNFRSF1B/ADA/CCL5/RAC2/IL27/CD274/ENPP3/SPTA1	35
BP	GO:0060993	kidney morphogenesis	14/2112	97/18903	0.191528744589395	0.664667320524127	0.612923116111232	ERBB4/NPNT/BASP1/FRAS1/PDGFRB/KIF26B/FOXD1/CALB1/SHH/IRX3/WNT6/NOG/FGF1/TMEM59L	14
BP	GO:1905954	positive regulation of lipid localization	16/2112	113/18903	0.191615804115064	0.664667320524127	0.612923116111232	ACSL1/DAB2/HILPDA/ABCA5/NFKB1/PLA2G3/PLA2R1/DBI/LDLRAP1/GAL/APOE/FABP3/NTSR1/CYP19A1/FITM1/ADIPOQ	16
BP	GO:1901796	regulation of signal transduction by p53 class mediator	15/2112	105/18903	0.191739167637908	0.664710567276821	0.61296299611376	HIPK2/HEXIM1/STK11/BOP1/MDM2/KAT6A/USP2/PLA2R1/TRIM24/TAF1/HIC1/HIPK4/MSX1/AURKB/DYRK2	15
BP	GO:0019439	aromatic compound catabolic process	61/2112	489/18903	0.195433595634114	0.669235988880619	0.617136114643087	CNOT1/PUM1/MAOA/PLEKHN1/HNRNPD/UPF2/NBAS/TNRC6C/ACAT1/SND1/HNRNPU/APOBEC3F/NUDT16/ZC3H4/PDE4D/UPF3B/TYMP/SAMD4B/CNOT6/EPHX2/E2F1/BAX/ZFP36/DFFB/ACAA1/ENTPD8/ALDH8A1/TRAF2/LSM7/DNA2/NT5M/YBX3/DPYS/AHCY/ZC3H12D/NANOS3/NTHL1/PAH/DNASE1L2/FOXL2/ALDH1L1/CARHSP1/APOBEC3D/DDX49/UPB1/RBM8A/DND1/KCNQ1OT1/A1CF/TNFRSF1B/TET2/ADA/AGO4/ABCC2/PRR5L/VIP/AGO1/TTC5/ENPP3/FUS/HMOX1	61
BP	GO:0008360	regulation of cell shape	21/2112	154/18903	0.196006705023934	0.669235988880619	0.617136114643087	MYO10/WDR1/MYH9/RHOB/LIMD1/PLXNA3/PLEKHO1/FMNL1/EPS8/EZR/LST1/PALM/CORO1A/RND1/KDR/FYN/RAC2/FGD5/EPB41L3/SPTA1/PLXNA4	21
BP	GO:0006972	hyperosmotic response	5/2112	28/18903	0.197106271962053	0.669235988880619	0.617136114643087	ERRFI1/AQP1/YBX3/PKN1/FBP1	5
BP	GO:0007288	sperm axoneme assembly	5/2112	28/18903	0.197106271962053	0.669235988880619	0.617136114643087	CEP131/SPEF2/PLA2G3/NEURL1/CFAP44	5
BP	GO:0010714	positive regulation of collagen metabolic process	5/2112	28/18903	0.197106271962053	0.669235988880619	0.617136114643087	PDGFRB/TGFB1/TGFB3/ARRB2/ENG	5
BP	GO:0010758	regulation of macrophage chemotaxis	5/2112	28/18903	0.197106271962053	0.669235988880619	0.617136114643087	THBS1/CMKLR1/CCL5/CYP19A1/C5	5
BP	GO:0010894	negative regulation of steroid biosynthetic process	5/2112	28/18903	0.197106271962053	0.669235988880619	0.617136114643087	ATP1A1/NFKB1/FGF19/GFI1/APOE	5
BP	GO:0032703	negative regulation of interleukin-2 production	5/2112	28/18903	0.197106271962053	0.669235988880619	0.617136114643087	EZR/ZFP36/HOMER3/LAG3/LAPTM5	5
BP	GO:0032801	receptor catabolic process	5/2112	28/18903	0.197106271962053	0.669235988880619	0.617136114643087	PCSK9/TGFB1/APOE/LAPTM5/LGMN	5
BP	GO:0032958	inositol phosphate biosynthetic process	5/2112	28/18903	0.197106271962053	0.669235988880619	0.617136114643087	PLCG2/NTSR1/P2RY6/ITPKA/PTH1R	5
BP	GO:0042634	regulation of hair cycle	5/2112	28/18903	0.197106271962053	0.669235988880619	0.617136114643087	TRADD/NUMA1/GAL/PER1/DKK4	5
BP	GO:0060765	regulation of androgen receptor signaling pathway	5/2112	28/18903	0.197106271962053	0.669235988880619	0.617136114643087	DAB2/FOXH1/PKN1/KDM4C/SAFB2	5
BP	GO:2000819	regulation of nucleotide-excision repair	5/2112	28/18903	0.197106271962053	0.669235988880619	0.617136114643087	SMARCE1/SMARCA2/SMARCC2/ACTB/SMARCD3	5
BP	GO:0030324	lung development	25/2112	187/18903	0.197498649355581	0.669235988880619	0.617136114643087	PHF14/AP3B1/PKDCC/PDGFRB/EPAS1/CTSH/ERRFI1/TGFB3/SHH/TBX4/HMGCS2/MME/NOG/TP73/FGF1/CELSR1/KDR/RBPJ/ADA/EDN2/CCDC39/HSD11B1/TIMELESS/CEBPA/MYOCD	25
BP	GO:0009150	purine ribonucleotide metabolic process	56/2112	447/18903	0.197658458680472	0.669235988880619	0.617136114643087	PPARGC1A/MCCC2/ZBTB20/SDHA/ACSL1/PDHA1/ATP1B1/STAT3/ACAT1/OGDH/ENO1/CBFA2T3/DGAT1/ACLY/PFKFB2/PPARA/PDK4/FAR1/PDE4D/GIT1/OGDHL/HMGCS1/AASS/ADCY6/GLYAT/TGFB1/PFKM/BPGM/MAGI3/PRPS2/ACSBG1/ACSM2B/ENO2/SLC35B3/HMGCS2/GUK1/ACSM2A/DHTKD1/MPP1/FBP1/AK4/ADCY7/ALDOB/SLC4A4/LOC344967/ADA/ACSF2/THEM5/AK9/MYH7/MYH3/ACTN3/ENPP3/PANK1/DLG2/ACSM1	56
BP	GO:0050854	regulation of antigen receptor-mediated signaling pathway	10/2112	66/18903	0.197900192983211	0.669235988880619	0.617136114643087	PRKCB/PHPT1/EZR/CBLB/NFAM1/PTPRJ/KCNN4/ADA/LAPTM5/TESPA1	10
BP	GO:0002347	response to tumor cell	7/2112	43/18903	0.199236805957824	0.669235988880619	0.617136114643087	FBXO38/AHR/PLK5/CD274/LAPTM5/ADAM15/NKG7	7
BP	GO:0042491	inner ear auditory receptor cell differentiation	7/2112	43/18903	0.199236805957824	0.669235988880619	0.617136114643087	MYO6/SLC4A7/JAG1/JAG2/RBPJ/STRC/USH2A	7
BP	GO:0060236	regulation of mitotic spindle organization	7/2112	43/18903	0.199236805957824	0.669235988880619	0.617136114643087	DYNC1H1/CLTC/HNRNPU/TACC3/EML3/NUMA1/CHMP4A	7
BP	GO:0097009	energy homeostasis	7/2112	43/18903	0.199236805957824	0.669235988880619	0.617136114643087	PPARGC1A/STAT3/MEX3C/FMO4/BMP8A/IRX3/EDN2	7
BP	GO:0002274	myeloid leukocyte activation	31/2112	237/18903	0.199733513152116	0.669235988880619	0.617136114643087	THBS1/FER/ADGRF5/LAT/STX4/SPHK1/TMEM106A/NDRG1/CD177/LILRA2/IL4R/PLA2G3/IL1RL1/CD300LF/LAT2/PLCG2/MIR145/CLEC4D/SPACA3/RBPJ/CCL5/EDN2/ADORA2B/RAC2/CLNK/ENPP3/LDLR/CEBPA/MILR1/PRKCE/HMOX1	31
BP	GO:0001707	mesoderm formation	11/2112	74/18903	0.19996890780992	0.669235988880619	0.617136114643087	WLS/EPB41L5/PRKAR1A/AXIN1/TBX20/WNT3A/TLX2/NOG/MIR145/SFRP2/MESP1	11
BP	GO:0003281	ventricular septum development	11/2112	74/18903	0.19996890780992	0.669235988880619	0.617136114643087	TRIP11/MDM4/SMAD6/TGFBR3/MDM2/SMAD7/GATA4/LRP2/NOG/RBPJ/ROBO2	11
BP	GO:0045123	cellular extravasation	11/2112	74/18903	0.19996890780992	0.669235988880619	0.617136114643087	FER/CD99L2/SPN/ADAM8/LYVE1/CD177/VCAM1/MADCAM1/FUT7/IL27RA/ITGB7	11
BP	GO:0051145	smooth muscle cell differentiation	11/2112	74/18903	0.19996890780992	0.669235988880619	0.617136114643087	NPNT/NFATC4/SHH/ENG/COMP/QKI/MIR145/TBX18/EDNRB/MESP1/MYOCD	11
BP	GO:0051298	centrosome duplication	11/2112	74/18903	0.19996890780992	0.669235988880619	0.617136114643087	PKHD1/CEP131/XPO1/PPP1R35/BRSK1/RTTN/ALMS1/CEP295NL/C2CD3/CEP72/CDK5RAP2	11
BP	GO:2000756	regulation of peptidyl-lysine acetylation	11/2112	74/18903	0.19996890780992	0.669235988880619	0.617136114643087	PPARGC1A/NOC2L/TADA2B/MYBBP1A/DEK/KMT2A/SET/KLF15/PWWP2B/NFYA/MYOCD	11
BP	GO:0002475	antigen processing and presentation via MHC class Ib	3/2112	14/18903	0.200187957752127	0.669235988880619	0.617136114643087	AP3B1/HLA-G/CD1E	3
BP	GO:0003207	cardiac chamber formation	3/2112	14/18903	0.200187957752127	0.669235988880619	0.617136114643087	TBX20/SMARCD3/MESP1	3
BP	GO:0009158	ribonucleoside monophosphate catabolic process	3/2112	14/18903	0.200187957752127	0.669235988880619	0.617136114643087	DPYS/UPB1/ADA	3
BP	GO:0014061	regulation of norepinephrine secretion	3/2112	14/18903	0.200187957752127	0.669235988880619	0.617136114643087	ADORA2A/ADRA2C/ADRA2A	3
BP	GO:0021859	pyramidal neuron differentiation	3/2112	14/18903	0.200187957752127	0.669235988880619	0.617136114643087	OGDH/PLXNA3/FOXG1	3
BP	GO:0030252	growth hormone secretion	3/2112	14/18903	0.200187957752127	0.669235988880619	0.617136114643087	GABBR1/GHRHR/CHD7	3
BP	GO:0033169	histone H3-K9 demethylation	3/2112	14/18903	0.200187957752127	0.669235988880619	0.617136114643087	KDM3B/KDM4D/KDM4C	3
BP	GO:0034111	negative regulation of homotypic cell-cell adhesion	3/2112	14/18903	0.200187957752127	0.669235988880619	0.617136114643087	PRKG1/ZNF703/ABAT	3
BP	GO:0035630	bone mineralization involved in bone maturation	3/2112	14/18903	0.200187957752127	0.669235988880619	0.617136114643087	CCDC154/PHOSPHO1/ACTN3	3
BP	GO:0035791	platelet-derived growth factor receptor-beta signaling pathway	3/2112	14/18903	0.200187957752127	0.669235988880619	0.617136114643087	PDGFRB/PDGFRL/MYOCD	3
BP	GO:0043950	positive regulation of cAMP-mediated signaling	3/2112	14/18903	0.200187957752127	0.669235988880619	0.617136114643087	RAPGEF2/INSL3/GIP	3
BP	GO:0045059	positive thymic T cell selection	3/2112	14/18903	0.200187957752127	0.669235988880619	0.617136114643087	STK11/ZAP70/SHH	3
BP	GO:0048243	norepinephrine secretion	3/2112	14/18903	0.200187957752127	0.669235988880619	0.617136114643087	ADORA2A/ADRA2C/ADRA2A	3
BP	GO:0050966	detection of mechanical stimulus involved in sensory perception of pain	3/2112	14/18903	0.200187957752127	0.669235988880619	0.617136114643087	NTRK1/FYN/TRPA1	3
BP	GO:0051764	actin crosslink formation	3/2112	14/18903	0.200187957752127	0.669235988880619	0.617136114643087	TNNT2/EPS8/GAS2L2	3
BP	GO:0055057	neuroblast division	3/2112	14/18903	0.200187957752127	0.669235988880619	0.617136114643087	NUMB/NUMBL/WNT3A	3
BP	GO:0060732	positive regulation of inositol phosphate biosynthetic process	3/2112	14/18903	0.200187957752127	0.669235988880619	0.617136114643087	NTSR1/P2RY6/PTH1R	3
BP	GO:0070141	response to UV-A	3/2112	14/18903	0.200187957752127	0.669235988880619	0.617136114643087	EGFR/MME/CERS1	3
BP	GO:0070278	extracellular matrix constituent secretion	3/2112	14/18903	0.200187957752127	0.669235988880619	0.617136114643087	RIC1/ENG/TNFRSF1B	3
BP	GO:0071361	cellular response to ethanol	3/2112	14/18903	0.200187957752127	0.669235988880619	0.617136114643087	ITPR2/ADCY7/PRKCE	3
BP	GO:0090128	regulation of synapse maturation	3/2112	14/18903	0.200187957752127	0.669235988880619	0.617136114643087	NFATC4/NEUROD2/NEURL1	3
BP	GO:1901533	negative regulation of hematopoietic progenitor cell differentiation	3/2112	14/18903	0.200187957752127	0.669235988880619	0.617136114643087	HSPA9/ZFP36/TCF15	3
BP	GO:1904321	response to forskolin	3/2112	14/18903	0.200187957752127	0.669235988880619	0.617136114643087	AHR/ADCY6/CFTR	3
BP	GO:1904322	cellular response to forskolin	3/2112	14/18903	0.200187957752127	0.669235988880619	0.617136114643087	AHR/ADCY6/CFTR	3
BP	GO:1905208	negative regulation of cardiocyte differentiation	3/2112	14/18903	0.200187957752127	0.669235988880619	0.617136114643087	SOX6/EGFR/WNT3A	3
BP	GO:1905522	negative regulation of macrophage migration	3/2112	14/18903	0.200187957752127	0.669235988880619	0.617136114643087	EMILIN1/CYP19A1/C5	3
BP	GO:2001171	positive regulation of ATP biosynthetic process	3/2112	14/18903	0.200187957752127	0.669235988880619	0.617136114643087	PPARGC1A/ENO1/PPARA	3
BP	GO:0043500	muscle adaptation	17/2112	122/18903	0.200557189050361	0.669235988880619	0.617136114643087	IL6ST/CDK9/PPARA/ERRFI1/KLF15/GATM/MIR145/TNFRSF1B/TNNT1/ACTA1/MYH7/TNNC1/ACTN3/CAV3/TCAP/SGCA/HMOX1	17
BP	GO:1901888	regulation of cell junction assembly	27/2112	204/18903	0.201083191913194	0.669235988880619	0.617136114643087	MACF1/RAPGEF2/VCL/EPB41L5/TEK/THBS1/FARP1/RAP1A/MYCBP2/ADGRB1/NTRK2/TPBG/ARHGAP6/COL16A1/NTRK1/PTPRD/PTPRJ/IRX3/LRFN4/WNT3A/ARF6/LRRN1/EPHA7/KDR/LINGO4/GRID2/ROBO2	27
BP	GO:0002062	chondrocyte differentiation	16/2112	114/18903	0.201301688712504	0.669235988880619	0.617136114643087	TRIP11/GLG1/CREB3L2/MEX3C/SOX6/PKDCC/SMAD7/TRPS1/ZBTB16/TGFB1/COMP/MATN1/OSR2/PTH1R/SFRP2/EIF2AK3	16
BP	GO:0002089	lens morphogenesis in camera-type eye	4/2112	21/18903	0.201530023344931	0.669235988880619	0.617136114643087	HIPK2/SKI/SOX1/PITX3	4
BP	GO:0007252	I-kappaB phosphorylation	4/2112	21/18903	0.201530023344931	0.669235988880619	0.617136114643087	MAP3K7/DDRGK1/TRAF2/PLCG2	4
BP	GO:0008090	retrograde axonal transport	4/2112	21/18903	0.201530023344931	0.669235988880619	0.617136114643087	DYNC1H1/DST/HAP1/DLG2	4
BP	GO:0009067	aspartate family amino acid biosynthetic process	4/2112	21/18903	0.201530023344931	0.669235988880619	0.617136114643087	MRI1/BHMT2/AASS/BHMT	4
