ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	adj.P.Val	P.Value	t	B	logFC	
213409_s_at	1.20E-02	7.12E-04	3.6697429	-0.568234	0.55476559	RHEB	1.20E-02	7.12E-04	3.6697429	-0.568234	0.55476559	up
223809_at	1.20E-02	7.12E-04	3.6696833	-0.568394	0.59670361	RGS18	1.20E-02	7.12E-04	3.6696833	-0.568394	0.59670361	up
231472_at	1.21E-02	7.13E-04	-3.6691581	-0.569802	-0.35525709	FBXO15	1.21E-02	7.13E-04	-3.6691581	-0.569802	-0.35525709	down
218071_s_at	1.21E-02	7.14E-04	-3.6688147	-0.570723	-0.2251783	MKRN2	1.21E-02	7.14E-04	-3.6688147	-0.570723	-0.2251783	down
1554769_at	1.21E-02	7.15E-04	-3.6682271	-0.572298	-0.44301849	ZNF785	1.21E-02	7.15E-04	-3.6682271	-0.572298	-0.44301849	down
214206_at	1.21E-02	7.16E-04	3.6681135	-0.572602	0.46416805	PPIL6	1.21E-02	7.16E-04	3.6681135	-0.572602	0.46416805	up
211536_x_at	1.21E-02	7.16E-04	3.6680488	-0.572776	0.67216952	MAP3K7	1.21E-02	7.16E-04	3.6680488	-0.572776	0.67216952	up
211370_s_at	1.21E-02	7.18E-04	-3.6669311	-0.575772	-0.26482284	MAP2K5	1.21E-02	7.18E-04	-3.6669311	-0.575772	-0.26482284	down
242913_at	1.21E-02	7.19E-04	3.6667056	-0.576376	0.35179282	CLIC6	1.21E-02	7.19E-04	3.6667056	-0.576376	0.35179282	up
1559052_s_at	1.21E-02	7.19E-04	3.6664959	-0.576938	0.42171681	PAK2	1.21E-02	7.19E-04	3.6664959	-0.576938	0.42171681	up
240528_s_at	1.21E-02	7.20E-04	3.6661136	-0.577963	0.51617582	EXOC4	1.21E-02	7.20E-04	3.6661136	-0.577963	0.51617582	up
46256_at	1.21E-02	7.20E-04	-3.6660726	-0.578072	-0.28170729	SPSB3	1.21E-02	7.20E-04	-3.6660726	-0.578072	-0.28170729	down
214018_at	1.21E-02	7.20E-04	3.6658981	-0.57854	0.31541244	GRIP1	1.21E-02	7.20E-04	3.6658981	-0.57854	0.31541244	up
228410_at	1.21E-02	7.21E-04	3.6657506	-0.578935	0.34394173	GAB3	1.21E-02	7.21E-04	3.6657506	-0.578935	0.34394173	up
218780_at	1.21E-02	7.21E-04	-3.6653212	-0.580086	-0.37672214	HOOK2	1.21E-02	7.21E-04	-3.6653212	-0.580086	-0.37672214	down
217445_s_at	1.21E-02	7.21E-04	3.6653134	-0.580107	0.40285592	GART	1.21E-02	7.21E-04	3.6653134	-0.580107	0.40285592	up
231806_s_at	1.21E-02	7.22E-04	-3.6649393	-0.581109	-0.31804761	STK36	1.21E-02	7.22E-04	-3.6649393	-0.581109	-0.31804761	down
231732_at	1.21E-02	7.23E-04	3.6647729	-0.581555	0.26933896	SMPD3	1.21E-02	7.23E-04	3.6647729	-0.581555	0.26933896	up
213476_x_at	1.22E-02	7.24E-04	3.6639384	-0.583791	0.32076542	TUBB3	1.22E-02	7.24E-04	3.6639384	-0.583791	0.32076542	up
206554_x_at	1.22E-02	7.24E-04	-3.6639265	-0.583823	-0.27578174	SETMAR	1.22E-02	7.24E-04	-3.6639265	-0.583823	-0.27578174	down
227171_at	1.22E-02	7.25E-04	3.6636558	-0.584548	0.33015413	CCT4	1.22E-02	7.25E-04	3.6636558	-0.584548	0.33015413	up
208270_s_at	1.22E-02	7.26E-04	3.6631458	-0.585914	0.27972284	RNPEP	1.22E-02	7.26E-04	3.6631458	-0.585914	0.27972284	up
223424_s_at	1.22E-02	7.27E-04	-3.662893	-0.586591	-0.31983852	ZSCAN21	1.22E-02	7.27E-04	-3.662893	-0.586591	-0.31983852	down
204426_at	1.22E-02	7.27E-04	3.6627901	-0.586867	0.90245429	TMED2	1.22E-02	7.27E-04	3.6627901	-0.586867	0.90245429	up
216077_s_at	1.22E-02	7.27E-04	3.6625034	-0.587635	0.29291903	L3MBTL1	1.22E-02	7.27E-04	3.6625034	-0.587635	0.29291903	up
1552812_a_at	1.22E-02	7.28E-04	3.6621514	-0.588578	0.34096062	SENP1	1.22E-02	7.28E-04	3.6621514	-0.588578	0.34096062	up
1568868_at	1.22E-02	7.28E-04	-3.6620546	-0.588837	-0.18909699	CYP27C1	1.22E-02	7.28E-04	-3.6620546	-0.588837	-0.18909699	down
229267_at	1.22E-02	7.28E-04	-3.6620524	-0.588843	-0.32311561	LOC730268///ANAPC1	1.22E-02	7.28E-04	-3.6620524	-0.588843	-0.32311561	down
209959_at	1.22E-02	7.31E-04	3.6608725	-0.592003	0.37132214	NR4A3	1.22E-02	7.31E-04	3.6608725	-0.592003	0.37132214	up
209878_s_at	1.22E-02	7.31E-04	3.6608673	-0.592017	0.40117727	RELA	1.22E-02	7.31E-04	3.6608673	-0.592017	0.40117727	up
1553871_at	1.22E-02	7.31E-04	3.660852	-0.592058	0.31958909	CSNK1G2-AS1	1.22E-02	7.31E-04	3.660852	-0.592058	0.31958909	up
244627_at	1.22E-02	7.32E-04	-3.660545	-0.59288	-0.66485404	TKFC	1.22E-02	7.32E-04	-3.660545	-0.59288	-0.66485404	down
232031_s_at	1.22E-02	7.32E-04	3.6605137	-0.592964	0.2715309	EPG5	1.22E-02	7.32E-04	3.6605137	-0.592964	0.2715309	up
231321_s_at	1.22E-02	7.32E-04	3.660462	-0.593102	0.23661175	ACER3	1.22E-02	7.32E-04	3.660462	-0.593102	0.23661175	up
233585_at	1.22E-02	7.32E-04	3.6601313	-0.593988	0.30610583	SDK2	1.22E-02	7.32E-04	3.6601313	-0.593988	0.30610583	up
221939_at	1.22E-02	7.33E-04	-3.6600588	-0.594182	-0.47669495	YIPF2	1.22E-02	7.33E-04	-3.6600588	-0.594182	-0.47669495	down
210019_at	1.23E-02	7.35E-04	3.6590638	-0.596846	0.27066357	CALML3	1.23E-02	7.35E-04	3.6590638	-0.596846	0.27066357	up
219552_at	1.23E-02	7.35E-04	3.658791	-0.597576	0.39635196	SVEP1	1.23E-02	7.35E-04	3.658791	-0.597576	0.39635196	up
219657_s_at	1.23E-02	7.35E-04	3.6587717	-0.597628	0.45830426	KLF3	1.23E-02	7.35E-04	3.6587717	-0.597628	0.45830426	up
1554292_a_at	1.23E-02	7.36E-04	3.6584076	-0.598603	0.38405891	UHRF1BP1L	1.23E-02	7.36E-04	3.6584076	-0.598603	0.38405891	up
217483_at	1.23E-02	7.36E-04	3.6583474	-0.598764	0.378125	FOLH1	1.23E-02	7.36E-04	3.6583474	-0.598764	0.378125	up
238039_at	1.23E-02	7.37E-04	-3.6581726	-0.599232	-0.39719152	SCAMP1-AS1	1.23E-02	7.37E-04	-3.6581726	-0.599232	-0.39719152	down
205254_x_at	1.23E-02	7.37E-04	3.6580988	-0.59943	0.31332388	TCF7	1.23E-02	7.37E-04	3.6580988	-0.59943	0.31332388	up
222343_at	1.23E-02	7.38E-04	3.6575439	-0.600915	0.25586259	BCL2L11	1.23E-02	7.38E-04	3.6575439	-0.600915	0.25586259	up
232913_at	1.23E-02	7.38E-04	3.657429	-0.601223	0.29830524	TMED8	1.23E-02	7.38E-04	3.657429	-0.601223	0.29830524	up
236273_at	1.23E-02	7.38E-04	-3.6573374	-0.601468	-0.46646047	NBPF1	1.23E-02	7.38E-04	-3.6573374	-0.601468	-0.46646047	down
1552982_a_at	1.23E-02	7.39E-04	3.6572209	-0.60178	0.23402595	FGF4	1.23E-02	7.39E-04	3.6572209	-0.60178	0.23402595	up
230444_at	1.23E-02	7.39E-04	-3.6569382	-0.602536	-0.68459924	PDE7A	1.23E-02	7.39E-04	-3.6569382	-0.602536	-0.68459924	down
223969_s_at	1.23E-02	7.39E-04	3.6569182	-0.60259	0.17860597	RETNLB	1.23E-02	7.39E-04	3.6569182	-0.60259	0.17860597	up
229792_at	1.23E-02	7.40E-04	-3.6564407	-0.603868	-0.26644457	KLHL17	1.23E-02	7.40E-04	-3.6564407	-0.603868	-0.26644457	down
1562481_at	1.23E-02	7.40E-04	-3.6563835	-0.604021	-0.48644062	PCBP1-AS1	1.23E-02	7.40E-04	-3.6563835	-0.604021	-0.48644062	down
231906_at	1.23E-02	7.41E-04	-3.6563537	-0.604101	-0.43548789	HOXD8	1.23E-02	7.41E-04	-3.6563537	-0.604101	-0.43548789	down
235909_at	1.23E-02	7.41E-04	3.6563444	-0.604126	0.32432018	PCBP1-AS1	1.23E-02	7.41E-04	3.6563444	-0.604126	0.32432018	up
238528_at	1.23E-02	7.41E-04	3.6560067	-0.60503	0.49838077	UBR1	1.23E-02	7.41E-04	3.6560067	-0.60503	0.49838077	up
229458_s_at	1.23E-02	7.42E-04	3.6559101	-0.605288	0.38614632	GALK1	1.23E-02	7.42E-04	3.6559101	-0.605288	0.38614632	up
206784_at	1.23E-02	7.42E-04	3.6558678	-0.605401	0.25850519	AQP8	1.23E-02	7.42E-04	3.6558678	-0.605401	0.25850519	up
227028_s_at	1.23E-02	7.42E-04	3.6554701	-0.606465	0.29702471	DGCR2	1.23E-02	7.42E-04	3.6554701	-0.606465	0.29702471	up
234511_at	1.23E-02	7.43E-04	3.6554202	-0.606599	0.30657064	ANKRD60	1.23E-02	7.43E-04	3.6554202	-0.606599	0.30657064	up
225391_at	1.23E-02	7.43E-04	-3.6550146	-0.607684	-0.41238706	LOC93622	1.23E-02	7.43E-04	-3.6550146	-0.607684	-0.41238706	down
203041_s_at	1.23E-02	7.44E-04	3.6548385	-0.608156	0.37061447	LAMP2	1.23E-02	7.44E-04	3.6548385	-0.608156	0.37061447	up
232558_at	1.23E-02	7.44E-04	3.654827	-0.608186	0.39540737	LAMC3	1.23E-02	7.44E-04	3.654827	-0.608186	0.39540737	up
220477_s_at	1.23E-02	7.44E-04	3.6548167	-0.608214	0.49156161	TMEM230	1.23E-02	7.44E-04	3.6548167	-0.608214	0.49156161	up
211670_x_at	1.23E-02	7.46E-04	3.653998	-0.610405	0.36965758	SSX3	1.23E-02	7.46E-04	3.653998	-0.610405	0.36965758	up
206207_at	1.23E-02	7.46E-04	3.6537236	-0.611139	0.80974497	CLC	1.23E-02	7.46E-04	3.6537236	-0.611139	0.80974497	up
214254_at	1.24E-02	7.50E-04	-3.6521159	-0.61544	-0.18834368	MAGEA4	1.24E-02	7.50E-04	-3.6521159	-0.61544	-0.18834368	down
235058_at	1.24E-02	7.50E-04	-3.6521099	-0.615456	-0.52157616	GPN2	1.24E-02	7.50E-04	-3.6521099	-0.615456	-0.52157616	down
236075_s_at	1.24E-02	7.50E-04	-3.6520559	-0.6156	-0.52393963	LOC101928000	1.24E-02	7.50E-04	-3.6520559	-0.6156	-0.52393963	down
221477_s_at	1.24E-02	7.50E-04	3.6520497	-0.615617	0.82930064	LOC100129518///SOD2	1.24E-02	7.50E-04	3.6520497	-0.615617	0.82930064	up
208703_s_at	1.24E-02	7.51E-04	3.6517517	-0.616414	0.51238294	APLP2	1.24E-02	7.51E-04	3.6517517	-0.616414	0.51238294	up
230075_at	1.24E-02	7.51E-04	-3.6514677	-0.617174	-0.35189618	RAB39B	1.24E-02	7.51E-04	-3.6514677	-0.617174	-0.35189618	down
223975_at	1.24E-02	7.51E-04	3.6513375	-0.617522	0.2688239	TRIM51	1.24E-02	7.51E-04	3.6513375	-0.617522	0.2688239	up
226303_at	1.24E-02	7.52E-04	-3.6509881	-0.618457	-0.53419461	PGM5	1.24E-02	7.52E-04	-3.6509881	-0.618457	-0.53419461	down
211401_s_at	1.24E-02	7.54E-04	3.6500976	-0.620838	0.5335565	FGFR2	1.24E-02	7.54E-04	3.6500976	-0.620838	0.5335565	up
222166_at	1.24E-02	7.55E-04	3.6496666	-0.62199	0.20918842	C9orf16	1.24E-02	7.55E-04	3.6496666	-0.62199	0.20918842	up
240818_at	1.25E-02	7.56E-04	3.6494274	-0.62263	0.2959748	OVCH1-AS1	1.25E-02	7.56E-04	3.6494274	-0.62263	0.2959748	up
244584_at	1.25E-02	7.56E-04	3.6491795	-0.623293	0.22331931	KIAA1549L	1.25E-02	7.56E-04	3.6491795	-0.623293	0.22331931	up
222461_s_at	1.25E-02	7.58E-04	3.6484265	-0.625307	0.30828991	LOC101929047///HERC2	1.25E-02	7.58E-04	3.6484265	-0.625307	0.30828991	up
206573_at	1.25E-02	7.58E-04	3.6484187	-0.625327	0.37235762	KCNQ3	1.25E-02	7.58E-04	3.6484187	-0.625327	0.37235762	up
240928_at	1.25E-02	7.58E-04	-3.6482005	-0.625911	-0.32524762	FCF1	1.25E-02	7.58E-04	-3.6482005	-0.625911	-0.32524762	down
216950_s_at	1.25E-02	7.59E-04	3.6479314	-0.62663	0.68135802	FCGR1CP///FCGR1B///FCGR1A	1.25E-02	7.59E-04	3.6479314	-0.62663	0.68135802	up
230474_at	1.25E-02	7.59E-04	3.6477486	-0.627119	0.29852708	UBIAD1	1.25E-02	7.59E-04	3.6477486	-0.627119	0.29852708	up
1570375_at	1.25E-02	7.60E-04	3.6476337	-0.627426	0.24484322	LOC100506585	1.25E-02	7.60E-04	3.6476337	-0.627426	0.24484322	up
200740_s_at	1.25E-02	7.62E-04	-3.6466935	-0.629939	-0.30300503	SUMO3	1.25E-02	7.62E-04	-3.6466935	-0.629939	-0.30300503	down
235276_at	1.25E-02	7.62E-04	-3.646497	-0.630465	-0.46307332	EPSTI1	1.25E-02	7.62E-04	-3.646497	-0.630465	-0.46307332	down
233859_at	1.25E-02	7.62E-04	3.6464128	-0.63069	0.2314773	CEP128	1.25E-02	7.62E-04	3.6464128	-0.63069	0.2314773	up
212778_at	1.25E-02	7.62E-04	-3.6463745	-0.630792	-0.3773576	PACS2	1.25E-02	7.62E-04	-3.6463745	-0.630792	-0.3773576	down
230682_x_at	1.25E-02	7.63E-04	3.6460674	-0.631613	0.46180962	ABCC3	1.25E-02	7.63E-04	3.6460674	-0.631613	0.46180962	up
208679_s_at	1.25E-02	7.63E-04	3.6460504	-0.631659	0.32525492	ARPC2	1.25E-02	7.63E-04	3.6460504	-0.631659	0.32525492	up
220832_at	1.25E-02	7.64E-04	3.6457935	-0.632345	0.41939232	TLR8	1.25E-02	7.64E-04	3.6457935	-0.632345	0.41939232	up
1553131_a_at	1.25E-02	7.64E-04	3.6456316	-0.632778	0.31426479	GATA4	1.25E-02	7.64E-04	3.6456316	-0.632778	0.31426479	up
220498_at	1.25E-02	7.64E-04	3.6456203	-0.632808	0.32714528	ACTL7B	1.25E-02	7.64E-04	3.6456203	-0.632808	0.32714528	up
209465_x_at	1.26E-02	7.67E-04	-3.6442817	-0.636385	-0.95327058	PTN	1.26E-02	7.67E-04	-3.6442817	-0.636385	-0.95327058	down
222426_at	1.26E-02	7.68E-04	-3.6438403	-0.637565	-0.31095215	MAPKAP1	1.26E-02	7.68E-04	-3.6438403	-0.637565	-0.31095215	down
1565751_at	1.26E-02	7.70E-04	3.6431482	-0.639414	0.3501619	FGD2	1.26E-02	7.70E-04	3.6431482	-0.639414	0.3501619	up
1558193_at	1.26E-02	7.71E-04	-3.6424118	-0.641381	-0.28034346	ANKRD54	1.26E-02	7.71E-04	-3.6424118	-0.641381	-0.28034346	down
206757_at	1.26E-02	7.73E-04	3.6413998	-0.644085	0.26956193	PDE5A	1.26E-02	7.73E-04	3.6413998	-0.644085	0.26956193	up
214544_s_at	1.26E-02	7.74E-04	3.6413117	-0.64432	0.75694815	SNAP23	1.26E-02	7.74E-04	3.6413117	-0.64432	0.75694815	up
218483_s_at	1.26E-02	7.74E-04	-3.6412976	-0.644358	-0.27030977	IFT46	1.26E-02	7.74E-04	-3.6412976	-0.644358	-0.27030977	down
212040_at	1.26E-02	7.74E-04	-3.6411798	-0.644673	-0.39570449	TGOLN2	1.26E-02	7.74E-04	-3.6411798	-0.644673	-0.39570449	down
224790_at	1.26E-02	7.74E-04	3.6411078	-0.644865	0.39647115	ASAP1	1.26E-02	7.74E-04	3.6411078	-0.644865	0.39647115	up
220999_s_at	1.26E-02	7.75E-04	-3.6408192	-0.645636	-0.72432406	CYFIP2	1.26E-02	7.75E-04	-3.6408192	-0.645636	-0.72432406	down
224715_at	1.27E-02	7.76E-04	-3.6404678	-0.646575	-0.39942481	WDR34	1.27E-02	7.76E-04	-3.6404678	-0.646575	-0.39942481	down
202382_s_at	1.27E-02	7.77E-04	-3.6400571	-0.647671	-0.51684595	GNPDA1	1.27E-02	7.77E-04	-3.6400571	-0.647671	-0.51684595	down
208624_s_at	1.27E-02	7.77E-04	3.6398304	-0.648277	0.58769928	EIF4G1	1.27E-02	7.77E-04	3.6398304	-0.648277	0.58769928	up
1560911_at	1.27E-02	7.77E-04	3.6397396	-0.648519	0.31353433	LOC100133461	1.27E-02	7.77E-04	3.6397396	-0.648519	0.31353433	up
212009_s_at	1.27E-02	7.77E-04	3.6397209	-0.648569	0.4913981	STIP1	1.27E-02	7.77E-04	3.6397209	-0.648569	0.4913981	up
228233_at	1.27E-02	7.78E-04	-3.6396116	-0.648861	-0.59203114	FREM1	1.27E-02	7.78E-04	-3.6396116	-0.648861	-0.59203114	down
1562922_at	1.27E-02	7.79E-04	3.6389941	-0.65051	0.25933773	LOC101929133	1.27E-02	7.79E-04	3.6389941	-0.65051	0.25933773	up
238603_at	1.27E-02	7.79E-04	3.638967	-0.650582	0.27352358	MIR9-3HG	1.27E-02	7.79E-04	3.638967	-0.650582	0.27352358	up
211124_s_at	1.27E-02	7.80E-04	3.6386282	-0.651487	0.65983165	KITLG	1.27E-02	7.80E-04	3.6386282	-0.651487	0.65983165	up
201021_s_at	1.27E-02	7.81E-04	3.6379149	-0.653392	0.31781927	DSTN	1.27E-02	7.81E-04	3.6379149	-0.653392	0.31781927	up
235920_at	1.27E-02	7.82E-04	-3.637725	-0.653899	-0.32980046	CLUHP3///ZNF720	1.27E-02	7.82E-04	-3.637725	-0.653899	-0.32980046	down
1553729_s_at	1.27E-02	7.83E-04	-3.6370525	-0.655694	-0.77809402	LRRC43	1.27E-02	7.83E-04	-3.6370525	-0.655694	-0.77809402	down
221519_at	1.28E-02	7.86E-04	-3.6359551	-0.658624	-0.26044368	FBXW4	1.28E-02	7.86E-04	-3.6359551	-0.658624	-0.26044368	down
216080_s_at	1.28E-02	7.86E-04	3.6357994	-0.659039	0.45217441	FADS3	1.28E-02	7.86E-04	3.6357994	-0.659039	0.45217441	up
209731_at	1.28E-02	7.87E-04	-3.635546	-0.659716	-0.28759482	NTHL1	1.28E-02	7.87E-04	-3.635546	-0.659716	-0.28759482	down
243124_at	1.28E-02	7.87E-04	3.635398	-0.660111	0.25094645	RRN3P2	1.28E-02	7.87E-04	3.635398	-0.660111	0.25094645	up
AFFX-HSAC07/X00351_M_at	1.28E-02	7.87E-04	3.6353948	-0.660119	0.56669656	ACTB	1.28E-02	7.87E-04	3.6353948	-0.660119	0.56669656	up
1568801_at	1.28E-02	7.87E-04	-3.6353306	-0.660291	-0.44788834	VWA9	1.28E-02	7.87E-04	-3.6353306	-0.660291	-0.44788834	down
50400_at	1.28E-02	7.88E-04	-3.6350325	-0.661086	-0.35409205	PAOX	1.28E-02	7.88E-04	-3.6350325	-0.661086	-0.35409205	down
231188_at	1.28E-02	7.89E-04	-3.6346331	-0.662152	-0.4102569	ZSCAN2	1.28E-02	7.89E-04	-3.6346331	-0.662152	-0.4102569	down
231251_at	1.28E-02	7.90E-04	-3.6342658	-0.663133	-0.51245869	WIPF2	1.28E-02	7.90E-04	-3.6342658	-0.663133	-0.51245869	down
206314_at	1.28E-02	7.90E-04	-3.6339272	-0.664036	-0.57774225	ZKSCAN7	1.28E-02	7.90E-04	-3.6339272	-0.664036	-0.57774225	down
207999_s_at	1.29E-02	7.96E-04	3.6314201	-0.670726	0.26010542	ADARB1	1.29E-02	7.96E-04	3.6314201	-0.670726	0.26010542	up
218492_s_at	1.29E-02	7.97E-04	-3.6311533	-0.671437	-0.31736666	THAP7	1.29E-02	7.97E-04	-3.6311533	-0.671437	-0.31736666	down
215274_at	1.29E-02	7.97E-04	-3.6310126	-0.671813	-0.98553833	SLC12A3	1.29E-02	7.97E-04	-3.6310126	-0.671813	-0.98553833	down
1557981_at	1.29E-02	7.98E-04	3.6306193	-0.672862	0.26059373	RPS9	1.29E-02	7.98E-04	3.6306193	-0.672862	0.26059373	up
220923_s_at	1.29E-02	8.00E-04	3.6299106	-0.674752	0.31659967	PNMA3	1.29E-02	8.00E-04	3.6299106	-0.674752	0.31659967	up
209544_at	1.29E-02	8.00E-04	3.6297828	-0.675093	0.31929547	RIPK2	1.29E-02	8.00E-04	3.6297828	-0.675093	0.31929547	up
219963_at	1.30E-02	8.03E-04	3.6285693	-0.678329	0.40531427	DUSP13	1.30E-02	8.03E-04	3.6285693	-0.678329	0.40531427	up
213852_at	1.30E-02	8.04E-04	-3.6282458	-0.679192	-0.30181657	RBM8A	1.30E-02	8.04E-04	-3.6282458	-0.679192	-0.30181657	down
222712_s_at	1.30E-02	8.04E-04	3.6279111	-0.680084	0.91116316	MUC13	1.30E-02	8.04E-04	3.6279111	-0.680084	0.91116316	up
216365_x_at	1.30E-02	8.05E-04	3.6276042	-0.680903	0.31491228	IGLJ3///CKAP2	1.30E-02	8.05E-04	3.6276042	-0.680903	0.31491228	up
238484_s_at	1.30E-02	8.07E-04	-3.626755	-0.683167	-0.2872795	SSBP2	1.30E-02	8.07E-04	-3.626755	-0.683167	-0.2872795	down
236900_x_at	1.30E-02	8.07E-04	3.6265993	-0.683582	0.29718108	CCDC163	1.30E-02	8.07E-04	3.6265993	-0.683582	0.29718108	up
220051_at	1.30E-02	8.08E-04	3.6262052	-0.684633	0.24919699	PRSS21	1.30E-02	8.08E-04	3.6262052	-0.684633	0.24919699	up
1562722_at	1.31E-02	8.12E-04	3.6246157	-0.688869	0.25373586	PRR20E///PRR20D///PRR20C///PRR20B///PRR20A	1.31E-02	8.12E-04	3.6246157	-0.688869	0.25373586	up
1570515_a_at	1.31E-02	8.12E-04	3.6245208	-0.689122	0.20707824	FILIP1	1.31E-02	8.12E-04	3.6245208	-0.689122	0.20707824	up
219184_x_at	1.31E-02	8.13E-04	-3.6244342	-0.689353	-0.30257187	TIMM22	1.31E-02	8.13E-04	-3.6244342	-0.689353	-0.30257187	down
1558739_at	1.31E-02	8.13E-04	-3.6241924	-0.689998	-0.35115377	BORCS5	1.31E-02	8.13E-04	-3.6241924	-0.689998	-0.35115377	down
205266_at	1.31E-02	8.13E-04	3.6241596	-0.690085	0.70521821	LIF	1.31E-02	8.13E-04	3.6241596	-0.690085	0.70521821	up
211276_at	1.31E-02	8.14E-04	-3.623869	-0.69086	-0.56667496	TCEAL2	1.31E-02	8.14E-04	-3.623869	-0.69086	-0.56667496	down
203478_at	1.31E-02	8.14E-04	-3.6238116	-0.691013	-0.28396856	NDUFC1	1.31E-02	8.14E-04	-3.6238116	-0.691013	-0.28396856	down
222401_s_at	1.31E-02	8.18E-04	3.62228	-0.695094	0.43982262	TMEM50A	1.31E-02	8.18E-04	3.62228	-0.695094	0.43982262	up
230283_at	1.31E-02	8.19E-04	-3.6218329	-0.696285	-0.43252147	NEURL2	1.31E-02	8.19E-04	-3.6218329	-0.696285	-0.43252147	down
205251_at	1.31E-02	8.19E-04	-3.6215803	-0.696958	-0.82677517	PER2	1.31E-02	8.19E-04	-3.6215803	-0.696958	-0.82677517	down
1553061_at	1.31E-02	8.20E-04	3.621461	-0.697276	0.34823691	OR6W1P	1.31E-02	8.20E-04	3.621461	-0.697276	0.34823691	up
237732_at	1.31E-02	8.20E-04	3.6211533	-0.698096	0.23507918	PRR9	1.31E-02	8.20E-04	3.6211533	-0.698096	0.23507918	up
1552612_at	1.31E-02	8.20E-04	3.6211111	-0.698208	0.89184761	CDC42SE2	1.31E-02	8.20E-04	3.6211111	-0.698208	0.89184761	up
208832_at	1.31E-02	8.21E-04	-3.6208378	-0.698936	-0.22168968	ATXN10	1.31E-02	8.21E-04	-3.6208378	-0.698936	-0.22168968	down
226519_s_at	1.32E-02	8.22E-04	-3.620608	-0.699548	-0.38957059	PHYKPL	1.32E-02	8.22E-04	-3.620608	-0.699548	-0.38957059	down
1566932_x_at	1.32E-02	8.22E-04	3.6203942	-0.700118	0.3175837	TFB2M	1.32E-02	8.22E-04	3.6203942	-0.700118	0.3175837	up
202967_at	1.32E-02	8.25E-04	-3.6193035	-0.703023	-0.25799974	GSTA4	1.32E-02	8.25E-04	-3.6193035	-0.703023	-0.25799974	down
234831_at	1.32E-02	8.25E-04	3.6190777	-0.703625	0.19865239	LOC101929164	1.32E-02	8.25E-04	3.6190777	-0.703625	0.19865239	up
216882_s_at	1.32E-02	8.26E-04	3.6188506	-0.70423	0.2840689	NEBL	1.32E-02	8.26E-04	3.6188506	-0.70423	0.2840689	up
220285_at	1.32E-02	8.26E-04	3.6186577	-0.704743	0.49934072	ABHD17B	1.32E-02	8.26E-04	3.6186577	-0.704743	0.49934072	up
1569758_at	1.32E-02	8.27E-04	3.6182938	-0.705712	0.22748917	LOC101928526	1.32E-02	8.27E-04	3.6182938	-0.705712	0.22748917	up
229036_at	1.32E-02	8.28E-04	-3.6178241	-0.706963	-0.32588045	TNRC6B	1.32E-02	8.28E-04	-3.6178241	-0.706963	-0.32588045	down
202178_at	1.32E-02	8.28E-04	-3.6177298	-0.707214	-0.49709542	PRKCZ	1.32E-02	8.28E-04	-3.6177298	-0.707214	-0.49709542	down
203369_x_at	1.32E-02	8.29E-04	3.6176192	-0.707509	0.36069036	PDLIM7	1.32E-02	8.29E-04	3.6176192	-0.707509	0.36069036	up
209680_s_at	1.32E-02	8.30E-04	3.6172222	-0.708566	0.29488521	KIFC1	1.32E-02	8.30E-04	3.6172222	-0.708566	0.29488521	up
1556279_at	1.33E-02	8.31E-04	3.6168617	-0.709526	0.24251248	TSEN2	1.33E-02	8.31E-04	3.6168617	-0.709526	0.24251248	up
207817_at	1.33E-02	8.31E-04	3.6167939	-0.709706	0.24189307	IFNW1	1.33E-02	8.31E-04	3.6167939	-0.709706	0.24189307	up
35150_at	1.33E-02	8.31E-04	3.6166802	-0.710009	0.30639274	CD40	1.33E-02	8.31E-04	3.6166802	-0.710009	0.30639274	up
1558584_at	1.33E-02	8.31E-04	3.6166764	-0.710019	0.31608415	UBL4B	1.33E-02	8.31E-04	3.6166764	-0.710019	0.31608415	up
203733_at	1.33E-02	8.32E-04	-3.6163662	-0.710845	-0.53394263	DEXI	1.33E-02	8.32E-04	-3.6163662	-0.710845	-0.53394263	down
211749_s_at	1.33E-02	8.35E-04	3.6150518	-0.714344	0.35589997	VAMP3	1.33E-02	8.35E-04	3.6150518	-0.714344	0.35589997	up
210759_s_at	1.33E-02	8.36E-04	3.614586	-0.715584	0.28055717	PSMA1	1.33E-02	8.36E-04	3.614586	-0.715584	0.28055717	up
1570121_at	1.33E-02	8.37E-04	3.6141026	-0.716871	0.31014699	ZNF365	1.33E-02	8.37E-04	3.6141026	-0.716871	0.31014699	up
1555123_at	1.33E-02	8.38E-04	3.6138097	-0.71765	0.26933911	ST6GAL2	1.33E-02	8.38E-04	3.6138097	-0.71765	0.26933911	up
210126_at	1.33E-02	8.39E-04	3.6135005	-0.718473	0.27728859	PSG9	1.33E-02	8.39E-04	3.6135005	-0.718473	0.27728859	up
214763_at	1.34E-02	8.40E-04	-3.6131317	-0.719455	-0.38043541	ACOT11	1.34E-02	8.40E-04	-3.6131317	-0.719455	-0.38043541	down
236514_at	1.34E-02	8.41E-04	-3.612376	-0.721466	-0.49633823	ACOT8	1.34E-02	8.41E-04	-3.612376	-0.721466	-0.49633823	down
213629_x_at	1.34E-02	8.42E-04	3.6122318	-0.721849	0.9313613	MT1F	1.34E-02	8.42E-04	3.6122318	-0.721849	0.9313613	up
