ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0019221	cytokine-mediated signaling pathway	41/904	496/18903	0.000482414823419893	0.00947600546003362	0.00729425721727373	IL13RA1/JAK1/PTPN11/SLC1A1/IL6R/FOXC1/CASP8/P4HB/OSMR/NR1H4/ACKR3/CXCL12/SAMHD1/STAT1/EGR1/KRT18/FAS/CD44/MAP3K7/PTPRC/PAFAH1B1/IL6ST/UGCG/LAPTM5/YTHDF3/CD74/CXCL2/TNFSF13B/IL10RA/IFNGR1/CCL2/UMOD/HCK/CXCL8/CCL20/CASP1/HIF1A/FCER1G/VRK2/ANGPT1/IL7R	41
BP	GO:1901722	regulation of cell proliferation involved in kidney development	5/904	15/18903	0.00049708048216082	0.0097293332807278	0.00748925903446645	GATA3/IL6R/EGR1/ITGB3/MYC	5
BP	GO:0006805	xenobiotic metabolic process	15/904	118/18903	0.000505390278590163	0.00982207255210563	0.00756064608699882	AS3MT/UGT1A6/ABCC4/GSTM3/BPHL/HNF4A/AOX1/ABCC3/CYP26B1/CMBL/CYP3A5/SULT1C4/SLC22A7/GSTA3/GSTA1	15
BP	GO:0071346	cellular response to interferon-gamma	15/904	118/18903	0.000505390278590163	0.00982207255210563	0.00756064608699882	JAK1/CD58/GSN/ACTR2/CLDN1/SYNCRIP/STAT1/GBP2/KIF5B/CDC42/IFNGR1/CCL2/HCK/CCL20/CASP1	15
BP	GO:2000379	positive regulation of reactive oxygen species metabolic process	11/904	71/18903	0.000519526734499776	0.00999525777263725	0.00769395727493723	NFE2L2/THBS1/AGTR1/PID1/TGFBR2/GNAI3/MAPT/SOD2/ITGB2/TYROBP/DCXR	11
BP	GO:0022600	digestive system process	14/904	106/18903	0.000520622890548758	0.00999525777263725	0.00769395727493723	EZR/WNK4/COPA/CEL/SERPINA3/MUC13/PTGER3/NPR3/UGCG/GCNT3/ACO1/LIMA1/SOX9/SLC2A5	14
BP	GO:0006637	acyl-CoA metabolic process	13/904	94/18903	0.000521570723772162	0.00999525777263725	0.00769395727493723	ACLY/ACSL4/ACOT6/ACACB/ACSF2/HACD2/HMGCS2/DLST/PDK4/TDO2/GCDH/PIPOX/ACSM2A	13
BP	GO:0035383	thioester metabolic process	13/904	94/18903	0.000521570723772162	0.00999525777263725	0.00769395727493723	ACLY/ACSL4/ACOT6/ACACB/ACSF2/HACD2/HMGCS2/DLST/PDK4/TDO2/GCDH/PIPOX/ACSM2A	13
BP	GO:0097193	intrinsic apoptotic signaling pathway	28/904	298/18903	0.000529877188141503	0.0100552589589663	0.00774014383405983	NFE2L2/SFN/CUL5/ENO1/S100A9/MCL1/DDX3X/P4HB/S100A8/BOK/ACKR3/CXCL12/TNFRSF10B/ARL6IP5/BCLAF1/CD44/CLU/ERO1A/MSH6/ATF2/SGPP1/NCK1/CD74/SOD2/DNAJC10/MYC/HIF1A/IFI16	28
BP	GO:0032640	tumor necrosis factor production	20/904	184/18903	0.000530680956761191	0.0100552589589663	0.00774014383405983	THBS1/PTAFR/DHX9/PTPN11/TMEM106A/NR1H4/LBP/PTPRC/CLU/CYBB/HMGB1/AKAP12/LY96/CD14/LTF/IFNGR1/TYROBP/LPL/ANGPT1/GPNMB	20
BP	GO:0032680	regulation of tumor necrosis factor production	20/904	184/18903	0.000530680956761191	0.0100552589589663	0.00774014383405983	THBS1/PTAFR/DHX9/PTPN11/TMEM106A/NR1H4/LBP/PTPRC/CLU/CYBB/HMGB1/AKAP12/LY96/CD14/LTF/IFNGR1/TYROBP/LPL/ANGPT1/GPNMB	20
BP	GO:0071496	cellular response to external stimulus	30/904	328/18903	0.00053515472855525	0.0100552589589663	0.00774014383405983	NFE2L2/RRAGD/MAPK1/FOS/CASP8/SLC34A1/TNRC6A/NR1H4/KIF26A/TNFRSF10B/IGF1R/ITGB3/FAS/EIF4G1/SLC39A5/PTPRC/PRR5/ATF2/GLUL/AQP2/AQP3/PDK4/SOX9/CYP24A1/LPL/CASP1/VCAM1/AOC1/IFI16/COL1A1	30
BP	GO:0002269	leukocyte activation involved in inflammatory response	9/904	50/18903	0.000537499297079291	0.0100552589589663	0.00774014383405983	CTSC/PTPRC/CLU/SCNN1B/MAPT/JUN/IFNGR1/ITGB2/TYROBP	9
BP	GO:0090102	cochlea development	9/904	50/18903	0.000537499297079291	0.0100552589589663	0.00774014383405983	GATA3/PVALB/NTRK3/FRZB/MYO3B/PAFAH1B1/EPHA4/SOX9/ADAM10	9
BP	GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	9/904	50/18903	0.000537499297079291	0.0100552589589663	0.00774014383405983	THBS1/CTNNA1/PPP2R1B/MAL/TNFRSF12A/PTPRC/INHBA/TNFSF10/BMPR1B	9
BP	GO:0070663	regulation of leukocyte proliferation	26/904	269/18903	0.000540160719034337	0.0100707930667419	0.00775210138075327	MAPK1/RASSF5/LST1/CD46/DLG1/PRKAR1A/TGFBR2/CLC/KITLG/PTPRC/MNDA/TFRC/IL6ST/CD86/HMGB1/NCK1/CD74/VSIG4/TNFSF13B/TYROBP/ENPP3/ST6GAL1/VCAM1/CORO1A/FCGR2B/GPNMB	26
BP	GO:0097530	granulocyte migration	18/904	158/18903	0.000566446225785002	0.0105251832493835	0.00810187311560198	THBS1/MAPK1/WDR1/S100A9/S100A8/PECAM1/LBP/CKLF/CD74/CXCL2/CCL2/ITGB2/UMOD/CXCL8/GP2/CCL20/FCER1G/DPP4	18
BP	GO:0009746	response to hexose	21/904	199/18903	0.000578217431162005	0.0106380984215438	0.00818879078496635	THBS1/TCF7L2/RHOA/SLC39A14/GPR27/NR1H4/EGR1/TGFBR2/IGF1R/TXNIP/HNF4A/SLC30A8/ICAM1/GLUL/PCK2/SLC12A6/KHK/LPL/HIF1A/PKLR/SLC2A5	21
BP	GO:0007044	cell-substrate junction assembly	13/904	95/18903	0.000578325714189381	0.0106380984215438	0.00818879078496635	THBS1/RHOA/NRP1/FN1/PHLDB2/LAMC1/DUSP3/DST/ITGB3/MACF1/HRG/THY1/ITGA6	13
BP	GO:0014909	smooth muscle cell migration	13/904	95/18903	0.000578325714189381	0.0106380984215438	0.00818879078496635	NFE2L2/RHOA/NRP1/ARPC5/GNA13/ADAMTS1/ITGB3/SERPINE1/TPM1/FGF9/TRIB1/SEMA6D/PLAU	13
BP	GO:0009266	response to temperature stimulus	20/904	186/18903	0.000609550073120064	0.011162514056863	0.0085924653658762	THBS1/FOS/CASP8/HSP90AB1/CXCL12/ADRB1/TPR/ERO1A/SCARA5/MAPT/TRPM3/HSPA6/SOD2/CD14/HMGCS2/HSP90AA1/LXN/LPL/RGS7/PKLR	20
BP	GO:0008064	regulation of actin polymerization or depolymerization	18/904	159/18903	0.000610893951111959	0.011162514056863	0.0085924653658762	RHOA/KANK4/WDR1/GSN/DLG1/COTL1/ARPC5/CXCL12/CYFIP2/SPTBN1/NCKAP1/NCK1/TWF1/ARPC1B/HCK/LIMA1/CORO1A/RDX	18
BP	GO:0042119	neutrophil activation	8/904	41/18903	0.000620569773504092	0.0113017673982533	0.00869965712455022	PTAFR/DNASE1/SCNN1B/ITGB2/TYROBP/CXCL8/FCER1G/FCGR2B	8
BP	GO:0032873	negative regulation of stress-activated MAPK cascade	9/904	51/18903	0.000625388441636942	0.0113145935164578	0.00870953016711836	DUSP1/EZR/DLG1/DUSP3/ZMYND11/PAFAH1B1/PBK/MYC/HIPK3	9
BP	GO:0070303	negative regulation of stress-activated protein kinase signaling cascade	9/904	51/18903	0.000625388441636942	0.0113145935164578	0.00870953016711836	DUSP1/EZR/DLG1/DUSP3/ZMYND11/PAFAH1B1/PBK/MYC/HIPK3	9
BP	GO:0032944	regulation of mononuclear cell proliferation	24/904	243/18903	0.000639606269485869	0.0114695394857542	0.00882880149506285	RASSF5/LST1/CD46/DLG1/PRKAR1A/TGFBR2/CLC/KITLG/PTPRC/MNDA/TFRC/IL6ST/CD86/HMGB1/NCK1/CD74/VSIG4/TNFSF13B/TYROBP/ST6GAL1/VCAM1/CORO1A/FCGR2B/GPNMB	24
BP	GO:0003073	regulation of systemic arterial blood pressure	13/904	96/18903	0.000640208840386644	0.0114695394857542	0.00882880149506285	AR/RHOA/KLK1/REN/AGTR1/DDAH1/ADRB1/HSD11B2/TPM1/ENPEP/SOD2/SERPINF2/SLC2A5	13
BP	GO:0072080	nephron tubule development	13/904	96/18903	0.000640208840386644	0.0114695394857542	0.00882880149506285	KLHL3/GATA3/HOXB7/WNK4/DLG1/STAT1/LIF/IRX2/GLI3/TFAP2B/UMOD/SOX9/MYC	13
BP	GO:0019318	hexose metabolic process	23/904	229/18903	0.000651748147708088	0.0115979938689633	0.00892768063942017	GALM/FUT6/ENO1/PPP1R3E/SLC39A14/KBTBD2/HKDC1/INSR/TKFC/PER2/GLYCTK/TFAP2B/ACACB/SLC25A10/PCK2/SORD/PDK4/KHK/PC/NCOA2/DCXR/ERFE/RANBP2	23
BP	GO:0043588	skin development	28/904	302/18903	0.000653705108977931	0.0115979938689633	0.00892768063942017	SFN/MET/FRAS1/ASAH1/FOXC1/CLIC4/CLDN1/EGFR/PALLD/FERMT1/ADAM9/SOSTDC1/TXNIP/TFAP2B/SGPP1/UGCG/ADAMTS2/AQP3/CYP26B1/SOX9/EXPH5/FOSL2/INHBA/ITGA6/CSTA/COL1A1/COL3A1/COL5A1	28
BP	GO:0048511	rhythmic process	28/904	302/18903	0.000653705108977931	0.0115979938689633	0.00892768063942017	DBP/TEF/DHX9/CIART/CDK1/PPP1CB/KLF9/PER3/ESR1/EGR1/ADAMTS1/ADRB1/IGF1R/NAMPT/GAS2/PTN/PER2/CREB1/HNF4A/TOP2A/PTX3/USP2/PLEKHA1/INHBA/NTRK2/NCOA2/BMPR1B/MTTP	28
BP	GO:0060674	placenta blood vessel development	7/904	32/18903	0.000657921058170226	0.0116048304565793	0.00893294317633719	MAPK1/HEY1/PLG/ITGB8/TMED2/APELA/SOCS3	7
BP	GO:0051017	actin filament bundle assembly	18/904	160/18903	0.000658310382264133	0.0116048304565793	0.00893294317633719	EZR/MET/RHOA/NRP1/CALD1/FAM171A1/PHLDB2/ARRB1/CCDC88A/HSP90B1/RAPGEF3/TPM1/CDC42/TJP1/LIMA1/SERPINF2/RDX/GPR65	18
BP	GO:0070661	leukocyte proliferation	31/904	348/18903	0.000679609978518963	0.0119420283765313	0.00919250490534141	MAPK1/RASSF5/LST1/CD46/DLG1/PRKAR1A/TGFBR2/CLC/KITLG/PTPRC/CLU/MNDA/TFRC/IL6ST/NPR3/CD86/DOCK2/HMGB1/NCK1/MALT1/CD74/VSIG4/TNFSF13B/TYROBP/ENPP3/ST6GAL1/VCAM1/CORO1A/FCGR2B/IL7R/GPNMB	31
BP	GO:0007548	sex differentiation	27/904	288/18903	0.000683667546229645	0.0119750684849142	0.00921793788446407	AR/CTNNA1/IDH1/GATA3/PTPN11/CCND1/FOXC1/REN/BOK/FNDC3A/INSR/ESR1/ADAMTS1/GAS2/KITLG/CSMD1/HNF4A/ADGRG1/PTX3/CYP17A1/FGF9/KCNE1/PLEKHA1/SOX9/INHBA/TNFSF10/BMPR1B	27
BP	GO:0043254	regulation of protein-containing complex assembly	35/904	410/18903	0.000689034707190085	0.0120307647287158	0.00926081066773107	ZNF827/VPS35/MET/RHOA/KANK4/PTPN11/GSN/SOST/DDX3X/DLG1/COTL1/SAR1B/ARPC5/ESR1/CYFIP2/SLAIN2/FERMT1/EIF4G1/SPTBN1/NCKAP1/CLU/TFRC/HMGB1/HRG/NCK1/MAPT/GNL3L/TWF1/ARPC1B/CDC42/HCK/SOX9/HSP90AA1/CORO1A/RDX	35
BP	GO:0060993	kidney morphogenesis	13/904	97/18903	0.000707581814823223	0.0123155062706574	0.00947999353503999	KLHL3/GATA3/HOXB7/FRAS1/WNK4/DLG1/STAT1/LIF/IRX2/GLI3/GCNT3/SOX9/MYC	13
BP	GO:0060326	cell chemotaxis	29/904	319/18903	0.000724234109038124	0.0125655760243208	0.00967248742006089	DUSP1/THBS1/MET/NRP1/MAPK1/IL6R/S100A9/S100A8/ACKR3/AGTR1/CXCL12/LBP/PTN/SERPINE1/CKLF/HMGB1/HRG/CD74/CXCL2/SMOC2/CCL2/ITGB2/ADAM10/CXCL8/CCL20/VCAM1/FCER1G/CORO1A/DPP4	29
BP	GO:0045429	positive regulation of nitric oxide biosynthetic process	8/904	42/18903	0.000734883256834438	0.0127102450081428	0.00978384792779911	HSP90AB1/INSR/DDAH1/CLU/PTX3/SOD2/HSP90AA1/HBB	8
BP	GO:1904035	regulation of epithelial cell apoptotic process	14/904	110/18903	0.000758659262968165	0.0129617125353166	0.00997741776402741	NFE2L2/THBS1/TCF7L2/GATA3/GSN/BOK/ESR1/IGF1R/FGA/SERPINE1/ICAM1/PLA2R1/CCL2/ANGPT1	14
BP	GO:0031663	lipopolysaccharide-mediated signaling pathway	10/904	63/18903	0.000758880332823879	0.0129617125353166	0.00997741776402741	PTAFR/MAPK1/LBP/MALT1/TRIB1/LY96/CD14/LTF/CCL2/HCK	10
BP	GO:0032623	interleukin-2 production	10/904	63/18903	0.000758880332823879	0.0129617125353166	0.00997741776402741	EZR/GATA3/NR1H4/MAP3K7/SPTBN1/PTPRC/CD86/LAPTM5/MALT1/VSIG4	10
BP	GO:0032663	regulation of interleukin-2 production	10/904	63/18903	0.000758880332823879	0.0129617125353166	0.00997741776402741	EZR/GATA3/NR1H4/MAP3K7/SPTBN1/PTPRC/CD86/LAPTM5/MALT1/VSIG4	10
BP	GO:0031098	stress-activated protein kinase signaling cascade	24/904	246/18903	0.000761206027074046	0.0129617125353166	0.00997741776402741	DUSP1/EZR/RHOA/MAPK1/TRAF4/DLG1/EGFR/DUSP3/ZMYND11/IGF1R/ARL6IP5/FAS/MAP3K7/PAFAH1B1/TNIK/ATF2/DUSP9/HMGB1/TRIB1/PBK/SERPINF2/MYC/HIPK3/FCGR2B	24
BP	GO:0048661	positive regulation of smooth muscle cell proliferation	13/904	98/18903	0.000780823598229047	0.0132547215748758	0.0102029646266317	THBS1/PTAFR/IL6R/STAT1/ADAMTS1/CALCRL/TGFBR2/IGF1R/ITGB3/GNAI3/FGF9/JUN/SERPINF2	13
BP	GO:0010634	positive regulation of epithelial cell migration	19/904	176/18903	0.000786316046556916	0.0133068869417324	0.0102431194793584	NFE2L2/THBS1/MET/GATA3/NRP1/ENPP2/TGFBR2/ITGB3/ETS1/ADAM9/EGF/HMGB1/JUN/SMOC2/SOX9/RHOB/HIF1A/ANGPT1/PIK3C2A	19
BP	GO:0051604	protein maturation	30/904	336/18903	0.000793146522965395	0.0133813063690481	0.0103004046347007	THBS1/ENO1/CPD/FN1/KLK1/CASP8/GSN/REN/KLKB1/CYFIP2/FGA/BACE2/F11/SRGN/SERPINE1/NAA50/ERO1A/GLI3/SLC30A8/F13A1/ENPEP/ADAMTS2/SERPINF2/ADAM10/CTSS/CASP1/PLAU/IFI16/DPP4/APOH	30
BP	GO:0006084	acetyl-CoA metabolic process	7/904	33/18903	0.000800982294232084	0.0134513894792104	0.0103543518632315	ACLY/ACACB/HMGCS2/DLST/PDK4/TDO2/PIPOX	7
BP	GO:0048608	reproductive structure development	28/904	306/18903	0.000802191954396549	0.0134513894792104	0.0103543518632315	AR/CTNNA1/IDH1/GATA3/PTPN11/CCND1/FOXC1/DLG1/REN/BOK/FNDC3A/INSR/ESR1/ADAMTS1/GAS2/KITLG/CSMD1/GLI3/ADGRG1/PTX3/FGF9/KCNE1/PLEKHA1/SOX9/INHBA/TNFSF10/BMPR1B/C3	28
BP	GO:0050678	regulation of epithelial cell proliferation	35/904	414/18903	0.000818780961284023	0.013666776831295	0.010520148596262	AR/SFN/THBS1/TCF7L2/GATA3/NRP1/CCND1/KLF9/LRG1/DLG1/CLDN1/EGFR/LAMC1/AGTR1/CXCL12/IFT57/STAT1/ITGB3/PTN/EGF/ATF2/HMGB1/GLUL/FGF9/CDC42/APELA/JUN/CCL2/SOX9/HMX2/SGPP2/PPP1R16B/MYC/HIF1A/APOH	35
BP	GO:0035966	response to topologically incorrect protein	18/904	163/18903	0.000820006609877703	0.013666776831295	0.010520148596262	NFE2L2/THBS1/CCND1/HSP90AB1/TRAM1/BOK/HSPH1/HSPA4/TMED2/CLU/ERO1A/HSPB8/NCK1/HSPA6/UMOD/DNAJC10/HSP90AA1/UBXN4	18
BP	GO:0031668	cellular response to extracellular stimulus	25/904	262/18903	0.000824661880428849	0.0136799622054496	0.0105302981799652	NFE2L2/RRAGD/MAPK1/FOS/SLC34A1/TNRC6A/NR1H4/KIF26A/IGF1R/FAS/EIF4G1/SLC39A5/PTPRC/PRR5/ATF2/GLUL/AQP2/AQP3/PDK4/CYP24A1/LPL/VCAM1/AOC1/IFI16/COL1A1	25
BP	GO:2000146	negative regulation of cell motility	33/904	383/18903	0.000826214516912374	0.0136799622054496	0.0105302981799652	DUSP1/NFE2L2/THBS1/CTNNA1/GATA3/RHOA/MAGI2/CLIC4/PHLDB2/RBBP4/CXCL12/DUSP3/GNA13/TIMP1/CYGB/SERPINE1/ARHGDIB/HMGB1/HRG/ADGRG1/TPM1/ABHD6/CD74/EPHA4/TRIB1/CCL2/THY1/SEMA6D/RHOB/DPEP1/DPP4/COL3A1/APOH	33
BP	GO:0034329	cell junction assembly	36/904	430/18903	0.000828259529893584	0.0136799622054496	0.0105302981799652	THBS1/VPS35/CTNNA1/PDLIM5/RHOA/NRP1/WDR1/FN1/TLN2/DLG1/CLDN1/VMP1/PHLDB2/LAMC1/CDH6/ACTB/NR1H4/PECAM1/DUSP3/NTRK3/DST/ITGB3/GPC4/EIF4G1/MACF1/EPB41L3/HRG/DNM3/CLDN8/CDC42/TJP1/THY1/ITGA6/NTRK2/CLDN11/NEGR1	36
BP	GO:0014066	regulation of phosphatidylinositol 3-kinase signaling	14/904	111/18903	0.00083078460138868	0.0136805847534064	0.010530777392957	PIK3AP1/PIP5K1B/FN1/EGFR/NTRK3/INSR/IGF1R/EGF/PRR5/PDGFC/SOX9/PPP1R16B/NTRK2/ANGPT1	14
BP	GO:0015850	organic hydroxy compound transport	27/904	292/18903	0.000842800874237235	0.0138370292785218	0.010651202250376	PTPN11/SPP1/WNK4/ABCC4/MSR1/REN/CEL/ACTB/AGTR1/CXCL12/SLC16A1/ITGB3/EGF/SYT17/CLU/ABCD3/GRAMD1B/PLTP/TPCN2/SLC16A7/AQP2/AQP3/ABCC3/EMB/LIMA1/ABCA8/MTTP	27
BP	GO:0008217	regulation of blood pressure	20/904	191/18903	0.000852452607556758	0.0138777592746145	0.0106825546033492	AR/PTAFR/RHOA/KLK1/REN/AGTR1/DDAH1/GNA13/ADRB1/SCNN1B/NPR3/HSD11B2/TPM1/ENPEP/SCNN1G/SOD2/UMOD/SERPINF2/SLC2A5/HBB	20
BP	GO:2001237	negative regulation of extrinsic apoptotic signaling pathway	13/904	99/18903	0.00086033067154411	0.0138777592746145	0.0106825546033492	AR/THBS1/CTNNA1/TCF7L2/NRP1/LMNA/MCL1/DDX3X/ZMYND11/FGA/SERPINE1/ICAM1/ITGA6	13
BP	GO:0001547	antral ovarian follicle growth	4/904	10/18903	0.000865422284755938	0.0138777592746145	0.0106825546033492	ESR1/GAS2/PTX3/BMPR1B	4
BP	GO:0051933	amino acid neurotransmitter reuptake	4/904	10/18903	0.000865422284755938	0.0138777592746145	0.0106825546033492	ITGB1/KCNJ10/PER2/SLC6A13	4
BP	GO:0070294	renal sodium ion absorption	4/904	10/18903	0.000865422284755938	0.0138777592746145	0.0106825546033492	KLHL3/WNK4/CLCNKB/UMOD	4
BP	GO:1902946	protein localization to early endosome	4/904	10/18903	0.000865422284755938	0.0138777592746145	0.0106825546033492	EZR/NRP1/EGF/RDX	4
BP	GO:0014910	regulation of smooth muscle cell migration	12/904	87/18903	0.000865467532944143	0.0138777592746145	0.0106825546033492	NFE2L2/RHOA/NRP1/GNA13/ADAMTS1/ITGB3/SERPINE1/TPM1/FGF9/TRIB1/SEMA6D/PLAU	12
BP	GO:0048145	regulation of fibroblast proliferation	12/904	87/18903	0.000865467532944143	0.0138777592746145	0.0106825546033492	DHX9/FN1/EGFR/ESR1/ITGB3/LIF/CD74/PDGFC/SOD2/JUN/FOSL2/MYC	12
BP	GO:0007163	establishment or maintenance of cell polarity	23/904	234/18903	0.000877141003916764	0.013983407308818	0.0107638783150365	CTNNA1/GATA3/RHOA/WDR1/LMNA/HSP90AB1/GSN/DLG1/ACTR2/CLIC4/ACTB/ARPC5/DST/ITGB1/IGF1R/FERMT1/PAFAH1B1/DOCK2/SPAG5/CDC42/CYP26B1/HSP90AA1/RHOB	23
BP	GO:0071219	cellular response to molecule of bacterial origin	23/904	234/18903	0.000877141003916764	0.013983407308818	0.0107638783150365	PTAFR/RHOA/MAPK1/PABPN1/NR1H4/LBP/ADAM9/SERPINE1/CD86/HMGB1/MALT1/TRIB1/LY96/CD14/HMGCS2/CXCL2/LTF/CCL2/HCK/CMPK2/CXCL8/CASP1/FCGR2B	23
BP	GO:0061572	actin filament bundle organization	18/904	164/18903	0.000880964317731869	0.0140037680564314	0.0107795512197066	EZR/MET/RHOA/NRP1/CALD1/FAM171A1/PHLDB2/ARRB1/CCDC88A/HSP90B1/RAPGEF3/TPM1/CDC42/TJP1/LIMA1/SERPINF2/RDX/GPR65	18
BP	GO:1904375	regulation of protein localization to cell periphery	15/904	125/18903	0.000929490346618604	0.0147325559262315	0.0113405435282877	AR/EZR/DLG1/EGFR/ACTB/GOPC/PID1/ITGB1/HECTD1/GPC4/PICALM/SPTBN1/KIF5B/LYPD1/ADAM10	15
BP	GO:0050673	epithelial cell proliferation	39/904	481/18903	0.00094451521001528	0.0148314673551666	0.0114166816655464	AR/SFN/THBS1/TCF7L2/GATA3/NRP1/MAPK1/CCND1/KLF9/LRG1/DLG1/CLDN1/EGFR/LAMC1/AGTR1/CXCL12/IFT57/STAT1/ESR1/ITGB3/FERMT1/PTN/EGF/ATF2/HMGB1/GLUL/FGF9/CDC42/APELA/JUN/CCL2/SOX9/HMX2/FAP/SGPP2/PPP1R16B/MYC/HIF1A/APOH	39
BP	GO:0098712	L-glutamate import across plasma membrane	5/904	17/18903	0.000945654484261878	0.0148314673551666	0.0114166816655464	SLC1A1/ITGB1/ARL6IP5/KCNJ10/PER2	5
BP	GO:1901163	regulation of trophoblast cell migration	5/904	17/18903	0.000945654484261878	0.0148314673551666	0.0114166816655464	TIMP1/ITGB3/ARHGDIB/YTHDF3/APELA	5
BP	GO:0097306	cellular response to alcohol	13/904	100/18903	0.000946517280302451	0.0148314673551666	0.0114166816655464	BLM/GNB1/CTNNA1/FOS/KLF9/IGF1R/CREB1/SCNN1B/CYBB/GRAMD1B/SCNN1G/SOD2/INHBA	13
BP	GO:0002696	positive regulation of leukocyte activation	37/904	450/18903	0.000981710293419706	0.0153392233346829	0.0118075322970516	THBS1/PTAFR/GATA3/RHOA/PTPN11/CTSC/CD46/HSPH1/IGKC/ACTB/SMARCA2/TGFBR2/LBP/CBFB/HLA-DRA/KITLG/PTPRC/SOX13/TFRC/IL6ST/CD86/GLI3/HMGB1/NFKBIZ/NCK1/MALT1/CD74/TNFSF13B/CCL2/ITGB2/THY1/TYROBP/HAVCR1/VCAM1/CORO1A/DPP4/IL7R	37
BP	GO:0009063	cellular amino acid catabolic process	14/904	113/18903	0.000992481823628247	0.0154635978185704	0.0119032708949838	FTCD/GLS/DDAH1/GAD1/GCAT/GLUL/ALDH6A1/DLST/TDO2/HIBCH/PRODH2/ASPA/PIPOX/DAO	14
BP	GO:0010810	regulation of cell-substrate adhesion	22/904	222/18903	0.00100932522039731	0.0154865797330178	0.0119209614710426	THBS1/RHOA/NRP1/FN1/P4HB/PHLDB2/DUSP3/OLFM4/PLG/ITGB3/FERMT1/NID1/FGA/MACF1/SERPINE1/HRG/CDC42/UTRN/THY1/ST6GAL1/PLAU/COL1A1	22
BP	GO:0071222	cellular response to lipopolysaccharide	22/904	222/18903	0.00100932522039731	0.0154865797330178	0.0119209614710426	PTAFR/RHOA/MAPK1/PABPN1/NR1H4/LBP/ADAM9/SERPINE1/CD86/HMGB1/MALT1/TRIB1/LY96/CD14/HMGCS2/CXCL2/LTF/CCL2/HCK/CMPK2/CXCL8/CASP1	22
BP	GO:0033865	nucleoside bisphosphate metabolic process	15/904	126/18903	0.00100953928096623	0.0154865797330178	0.0119209614710426	ACLY/ACSL4/ACOT6/ACACB/ABHD14B/ACSF2/HACD2/HMGCS2/DLST/PDK4/TDO2/GCDH/PIPOX/SULT1C4/ACSM2A	15
BP	GO:0033875	ribonucleoside bisphosphate metabolic process	15/904	126/18903	0.00100953928096623	0.0154865797330178	0.0119209614710426	ACLY/ACSL4/ACOT6/ACACB/ABHD14B/ACSF2/HACD2/HMGCS2/DLST/PDK4/TDO2/GCDH/PIPOX/SULT1C4/ACSM2A	15
BP	GO:0034032	purine nucleoside bisphosphate metabolic process	15/904	126/18903	0.00100953928096623	0.0154865797330178	0.0119209614710426	ACLY/ACSL4/ACOT6/ACACB/ABHD14B/ACSF2/HACD2/HMGCS2/DLST/PDK4/TDO2/GCDH/PIPOX/SULT1C4/ACSM2A	15
BP	GO:0040013	negative regulation of locomotion	35/904	419/18903	0.00101085129530062	0.0154865797330178	0.0119209614710426	DUSP1/NFE2L2/THBS1/CTNNA1/GATA3/RHOA/NRP1/MAGI2/CLIC4/PHLDB2/RBBP4/CXCL12/DUSP3/GNA13/TIMP1/CYGB/SERPINE1/ARHGDIB/HMGB1/HRG/ADGRG1/TPM1/ABHD6/CD74/EPHA4/TRIB1/CCL2/THY1/SEMA6D/RHOB/ST6GAL1/DPEP1/DPP4/COL3A1/APOH	35
BP	GO:0050867	positive regulation of cell activation	38/904	467/18903	0.00102253703429273	0.0156220935794722	0.012025274713232	THBS1/PTAFR/GATA3/RHOA/PTPN11/CTSC/CD46/HSPH1/IGKC/ACTB/SMARCA2/TGFBR2/LBP/CBFB/HLA-DRA/KITLG/PTPRC/CAPN3/SOX13/TFRC/IL6ST/CD86/GLI3/HMGB1/NFKBIZ/NCK1/MALT1/CD74/TNFSF13B/CCL2/ITGB2/THY1/TYROBP/HAVCR1/VCAM1/CORO1A/DPP4/IL7R	38
BP	GO:0032869	cellular response to insulin stimulus	21/904	208/18903	0.0010267474555347	0.0156429667740744	0.0120413420794885	PNPLA3/PTPN11/EIF4EBP2/SLC39A14/NR1H4/PID1/INSR/STAT1/IGF1R/SLC25A33/NCK1/PCK2/HMGCS2/PDK4/SOCS3/LPL/NCOA2/ERFE/USO1/PKLR/PIK3C2A	21
BP	GO:0009749	response to glucose	20/904	194/18903	0.00103493296316963	0.0157241196061684	0.0121038103456477	THBS1/TCF7L2/RHOA/SLC39A14/GPR27/NR1H4/EGR1/TGFBR2/IGF1R/TXNIP/HNF4A/SLC30A8/ICAM1/GLUL/PCK2/SLC12A6/KHK/LPL/HIF1A/PKLR	20
BP	GO:0072088	nephron epithelium morphogenesis	11/904	77/18903	0.00104525938778052	0.01583726345122	0.0121909040384319	KLHL3/GATA3/HOXB7/WNK4/DLG1/STAT1/LIF/IRX2/GLI3/SOX9/MYC	11
BP	GO:0002709	regulation of T cell mediated immunity	12/904	89/18903	0.00106165963677689	0.0159976109651312	0.0123143332634943	GATA3/FBXO38/HLA-DRA/MAP3K7/CLC/PTPRC/HMGB1/SLC22A13/MALT1/RSAD2/FCGR2B/IL7R	12
BP	GO:0071229	cellular response to acid chemical	12/904	89/18903	0.00106165963677689	0.0159976109651312	0.0123143332634943	RRAGD/PNPLA3/EGFR/CPEB3/COL4A1/CYBB/PDGFC/AQP2/HMGCS2/NTRK2/COL1A1/COL3A1	12
